 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
 usa, ,9,20070420, , laklynn, long, vic, gowanbrae,4604,38, cantor crescent, , 08 32927241,4302147,7
,,,,,,,,,,,,,,,
 eng, f,23,19930317, , sophie, matthew on, qld, frenchville,5045,220, currie crescent, , 3 24950915,8317716,2
,,,,,,,,,,,,,,,
 usa, m, ,19800803, ms, danieo, shaw, wa, dixvale,4702,3, strzelecki crescent, , 618 54833300,4536158,1
,,,,,,,,,,,,,,,
 ind, ,27,19891011, , ethan, sihota, nsw, lake wyangan,7015,2, jewell close, , 2 20276188,3896624,4
,,,,,,,,,,,,,,,
 eng, f,22,19940827, dr, shana, vipond, nsw, beg ,3356,145, pennefather street, burraminga, 02 47575772,6304221,2
,,,,,,,,,,,,,,,
 unk, m,27, 19891O23, , jaxson, straw, wa, palmyra,6009,74, lamb place, , 08 69400028,6753738,6
,,,,,,,,,,,,,,,
   rom, f,29,19871231, mr, zac, buia, , maryborough,4350,36, humble court, mundine 30 km, 02 68815860,9355881,9
,,,,,,,,,,,,,,,
 ara, , 2 9,19870713, mr, emiily, shakila, vic, wycheproof,4305,75, walker crescent, , 8 05038348,8589545,5
,,,,,,,,,,,,,,,
   usa, f, ,19740706, , joshua, watkins, nsw, tomago,2484,1711, , dewars pool, 2 10437050,1370204,6
,,,,,,,,,,,,,,,
   chi, f,20,19961227, mr, , pan, tas, bell bay,2095,5, carina street, wallaces ck, 07 73288301,7936953,8
,,,,,,,,,,,,,,,
   dut, m,22,19941226, , courtney, desarthe, , pakenham,6333, , mainwaring rich circuit, , 04 05406733,9731279,2
,,,,,,,,,,,,,,,
 eng, , ,19670317, , brea, winfield, nsw, hunters hill,2575,167, blythe close, , 612 12532346,8121802,8
,,,,,,,,,,,,,,,
 chi, f,29, , ms, lily, cho, , sherwood,4559,10, crowder circuit, , 04 97832931,1887616,5
,,,,,,,,,,,,,,,
   ind, f,7,20090430, , thomas, japra, nsw, karangi,2263,40, kater place, , 02 21861493,8896194,8
,,,,,,,,,,,,,,,
 usa, m,30,19861210, ms, thomas, ferguson, vik, minimay,2233,37, stopford crescent, , 8 14419865,4046041,9
,,,,,,,,,,,,,,,
   ser, ,35,19810708, , lachlan, lariani, qld, calavos,4122,21, barnett close, , 613 37977946,2308450,2
,,,,,,,,,,,,,,,
 ger, ,26,19900914, , jye, sperl, wa, mundaring,7030,15, discovery street, villa 3, 618 13049287,8923141,4
,,,,,,,,,,,,,,,
 usa, f, ,19430919, , matthew, alexander, wa, nembudding,2203,37, clem hill crescent, sect 341, 08 41431775,1092694,3
,,,,,,,,,,,,,,,
   afr, f,29,19870119, mr, madison, faal, nsw, kalang,3029,24, heagney crescent, , 612 88209255,3719799,3
,,,,,,,,,,,,,,,
 usa, f,31,19850503, , baili, mullins, tas, moorleah,6149,14, marri street, zimms corner, 07 61992394,4640898,1
,,,,,,,,,,,,,,,
 eng, f,36, , , olivia, pressley, vic, lancaster,5013,9, , , 08 29624129,4315424,7
,,,,,,,,,,,,,,,
 eng, f, ,19030526, , mia, victorson, , sylfania,3977,225, miles place, , 08 17996324,6721471,4
,,,,,,,,,,,,,,,
   usa, f,34, , mr, grace, mack, qld, thornleigh,2216,36, lefroy street, emu ground, 3 60725007,1473251,4
,,,,,,,,,,,,,,,
 unk, , ,19591012, , lu e, scottjackson, vic, world trade centre,7006,116, elkedra close, , 8 31297309,1950086,0
,,,,,,,,,,,,,,,
 eng, f, ,19180108, , charlize, badcocke, tas, collinsvale,3423,14, cleland street, marre tah, ,1009171,3
,,,,,,,,,,,,,,,
   usa, m,24,19920630, , madelyn, brown, nsw, bannister,2148,9, majura avenue, urambi vlge, 02 74058643,2946005,6
,,,,,,,,,,,,,,,
   eng, f,21,19950403, dr, alexandra, bloxam, , hoppers crossing,3031,77, capella crescent, cinema centre bldg, 03 41998119,5784990,9
,,,,,,,,,,,,,,,
 eng, ,24,19920926, ms, mikayla, kroft, vic, camberwell south,2147,25, bosworth circuit, , 02 42614586,4739069,2
,,,,,,,,,,,,,,,
 usa, m,34,19821112, , portia, chan, vic, yarra sunction,2045,20, keys crescent, currumbin hill, 618 67956650,3640473,1
,,,,,,,,,,,,,,,
 eng, f, ,19590623, mr, grehory, styles, qld, revesby,3109,12, lett place, , 613 66778080,4465820,3
,,,,,,,,,,,,,,,
 usa, f, ,19110819, , will am, vincent, tas, hammondville,3011,15, freda bennett circuit, pleasant acres, 617 11893407,8861560,5
,,,,,,,,,,,,,,,
 usa, f, ,19041215, , kristen, barber, wa, karlkurla,2060,42, johnstone circuit, , 08 47577697,8415894,0
,,,,,,,,,,,,,,,
 , ,33,19830407, mr, jake, low , nsw, camden,4006,72, , , 02 86484592,2859332,2
,,,,,,,,,,,,,,,
   eng, f,11,20050718, , john, upton, nsw, burringbar,2217,1, chewings street, rosetta village, 612 64127210,9992422,1
,,,,,,,,,,,,,,,
 eng, , ,19930524, , livia, becket, wa, mueller ranges,6014, s2, paling place, , 03 67345969,5487523,4
,,,,,,,,,,,,,,,
 usa, f,11,20050214, ms, brooke, marks, qld, machine creek,2207,59, , , 3 174 0420,9090626,4
,,,,,,,,,,,,,,,
 eng, f,30,19861122, , kyl, pryor, sa, tantanoola,2074,26, crozier circuit, briars meadows, 617 23539850,4948906,4
,,,,,,,,,,,,,,,
 unk, f,32,19841225, , erin, , , berwick,3608, 3 8, whitelaw street, glenview, 02 64063571,3714085,4
,,,,,,,,,,,,,,,
 unk, ,21,19950824, ms, zac, sclater, tas, frankford,2576,15, oxleystreet, , 617 18646677,8799485,9
,,,,,,,,,,,,,,,
 eng, f,26,19900416, ms, millane, prezcott, vic, fawkner,3720,27, leita court, , 08 18536954,5826463,0
,,,,,,,,,,,,,,,
 ind, f,19, , , angus, parul, nsw, bogangar,3427,3, dobson place, wombat hill, 04 97179042,2447566,5
,,,,,,,,,,,,,,,
   usa, f,23,19930401, , arki, richardson, nsw, tamworth,5068,3, strong place, sunewood, 02 07993860,6155168,6
,,,,,,,,,,,,,,,
 eng, f,35,19810713, , aidan, sander on, nsw, dolans bay,3196,190, burns circuit, the meadows, 02 94134422,2695544,1
,,,,,,,,,,,,,,,
 chi, f, ,19280800, , reuben, chueh, wa, mcbeath,2770,26, fingleton crescent, , 618 59205322,5721633,9
,,,,,,,,,,,,,,,
 jap, m,22,19940711, mr, bailee, large, , golden grove,2010, , goldsborough close, rushall park, 03 81236636,1456444,0
,,,,,,,,,,,,,,,
 , m,32,19840627, , harry, reid, , newmarket,6010,3, rowntree crescent, , 07 45627469,3808580,0
,,,,,,,,,,,,,,,
   chi, f, ,19280726, , chloe, luen, , o'sullivan beach,3910,8, tenison-woods circuit, brentwood vlge, 04 65096525,4469281,2
,,,,,,,,,,,,,,,
   usa, f,31,19850304, , benjamin, dillard, vic, hedley,4680, , kelleway avenue, , 08 82269914,1909418,7
,,,,,,,,,,,,,,,
   eng, m,26,19900709, , brianna, wakefield, nsw, kirribilli,4152,47, jamieson crescent, , ,1313501,1
,,,,,,,,,,,,,,,
 usa, ,23,19930209, , nicholas, hays, nsw, coolabah,2029,18, wilson street, , 2 99516690, 373 6663,5
,,,,,,,,,,,,,,,
 eng, f,36,19800930, , nicholas, thacker, nsw, hobbys yards,2299,38, ainsorth street, , 02 51527546,8712208,1
,,,,,,,,,,,,,,,
   eng, , ,19551014, , samantha, rutherfurd, sa, yacka,2540,28, howe crescent, caravn park, 7 78038303,8656316,6
,,,,,,,,,,,,,,,
 jap, f,30, 1g860220, dr, zach, mazawa, sa, argenton,2162, , toms crescent, , 617 26032870,9560186,9
,,,,,,,,,,,,,,,
   ara, ,34,19820923, , natalia, hajna, sa, murray town,4870,34, brooks street, , 7 40934685,1034998,7
,,,,,,,,,,,,,,,
 chi, f,31,19850612, , zac, mang, wa, maahtin,6148,64, goyder street, wychwood, 8 85583367,6753310,5
,,,,,,,,,,,,,,,
   ira, f,34,19820315, , matthew, samimi, vic, st andrews,2050,1, embling street, , 618 30853982,5056979,9
,,,,,,,,,,,,,,,
 chi, m,29, , , irene, gwang, nsw, nelson,3150,11, euree street, , 02 59524481,5062850,0
,,,,,,,,,,,,,,,
 usa, f,28, 198802 9, , adrian, middleton, qld, springlands,3130,46, burgan place, sec 654 hd pt gawler cnr boundary, 08 00818758,5906568,8
,,,,,,,,,,,,,,,
 usa, f,36,19800216, , mya, pratt, nsw, central tilba,6002,26, burara crescent, , 02 20112739,1359515,7
,,,,,,,,,,,,,,,
 eng, f,19,19970515, ms, tegan, pierson, vic, knowsley,3175,16, nina jonest crescent, , 618 30637379,9060070,8
,,,,,,,,,,,,,,,
   , m,32,19840627, , harry, reid, , newmarket,6010,3, rowntree crescent, , 07 45627469,3808580,0
,,,,,,,,,,,,,,,
 rus, ,35,19811225, ms, emiily, nedzelski, wa, ,2446,8, swanton street, logan central plaza, 08 76746121,4690621,3
,,,,,,,,,,,,,,,
   chi, f,36,19800729, , jordan, cheang, vic, werneth,5024, , calvert street, , 8 29590413,4393946,6
,,,,,,,,,,,,,,,
 unk, f,30,19860220, ms, izabella, aaberg, vic, eaglemont,2228,8, reader court, tagarra, 8 64926337,8744088,8
,,,,,,,,,,,,,,,
   eng, m,29, , , alice, fairclough, nsw, somerton,2770,118, harrington circuit, mater professional centre, 2 01608659,1834969,7
,,,,,,,,,,,,,,,
   unk, m,26,19900602, ms, arki, scollard, nsw, kemblawarra,3000,5, newman morris circuit, villa 5, 2 26572541,1336329,2
,,,,,,,,,,,,,,,
 usa, f,33,19830323, mr, riley, gomez, qld, greenlake, 535 5,17, beddome place, , 613 71084315,3613247,4
,,,,,,,,,,,,,,,
   eng, f, ,19430810, , liam, clawson, vic, marong,5164,90, , , 8 89888743,9363902,6
,,,,,,,,,,,,,,,
   usa, f,32,19840213, , hannah, atkins, nsw, glenorie,3910,5, mockridge crescent, , 02 21376331,3179184,8
,,,,,,,,,,,,,,,
   usa, f,20,19960407, , liam, fischer, nsw, clontarf,3163,24, cantor crescent, , 08 09638914,8461247,3
,,,,,,,,,,,,,,,
   eng, f,33,19831003, , nikita, elliston, vic, willung south,3036,80, pialligo avenue, , 618 39238112,5887279,6
,,,,,,,,,,,,,,,
   unk, ,21, , ms, kane, abbitt, vic, lysterfield,2015,10, brockway circuit, , 618 04296827,9192126,1
,,,,,,,,,,,,,,,
 eng, ,25,19911028, , kai, quigley, wa, lathlain,5523, 1 6, camfield place, , 618 27189384,5694686,2
,,,,,,,,,,,,,,,
   usa, f,40,19760805, pfc, lachlan, mcneil, tas, oyster cove,2261,16, bungonia street, , 617 38842574,2089347,0
,,,,,,,,,,,,,,,
   ind, ,34,19820209, ms, anneliese, varati, , coonamble,3138,87, cremin close, st mathews retmnt, 07 19176919,6312505,2
,,,,,,,,,,,,,,,
   eng, ,33, , , jayden, sudworth, wa, gnangara,2165,4, kerkeri close, , 08 85284741,4062962,2
,,,,,,,,,,,,,,,
 tur, f,35, , hon, tori, karaosmanglu, nsw, goonengerry,3134,59, tiptree crescent, , 02 283 6327,6641023,7
,,,,,,,,,,,,,,,
 fre, f, ,19830607, mr, jaz , badre, nsw, granville,2315,47, elliott street, cosy corner, 2 54097632,6040503,3
,,,,,,,,,,,,,,,
   dan, f,33,19830206, , naomi, kotzebue, , mount eliza,3144,39, jaeger circuit, , 02 82090104,7656529,7
,,,,,,,,,,,,,,,
 eng, ,36,19801006, sgt, mikayla, rogerson, qld, elanora,3153,6, tipilou a street, , 613 66670064,1236279,6
,,,,,,,,,,,,,,,
 rus, f, ,19440626, , annabelle, bulygina, qld, kelvinhaugh,3219,78, veale street, , 613 31173994, 8392 87,1
,,,,,,,,,,,,,,,
 usa, f,30,19860122, , bodhi, fernandez, wa, pithara,2076, 8 8, maribyrnong avenue, tullatoola, 618 89685144,5712730,6
,,,,,,,,,,,,,,,
 usa, f,21,19950713, ms, callum, simon, sa, agery,4680,41, albermarle place, woodlands house,480817082,3051594,7
,,,,,,,,,,,,,,,
   usa, f,21,19950825, ms, kristo, , sa, keyneton,3284,15, coobina place, , 07 98565789,9757209,0
,,,,,,,,,,,,,,,
 usa, f,32,19840724, , hayden, olsen, nsw, biggs,5087,129, collings street, , 02 07861876,5408663,0
,,,,,,,,,,,,,,,
   afr, f,32,19840917, , fraser, atangana, vic, kyabram,4740,27, kambalda crescent, , 618 06084148,3832067,4
,,,,,,,,,,,,,,,
 unk, m,24,19920109, ms, prudence, scopel, qld, mount garnet,5211,7, mount vernon drive, , 613 14867055,9345205,5
,,,,,,,,,,,,,,,
   chi, f,32, , ms, annabelle, ong, nsw, wareemba,2824,13, kootara crescent, , ,6152174,3
,,,,,,,,,,,,,,,
   afr, f,31,19851222, ms, james, smit, qld, green island,2170,36, mcinnes street, , 03 26159852,7415047,8
,,,,,,,,,,,,,,,
   ira, f, ,19900621, ms, sophie, sadeghian, vic, oakleigh,6532,9, bennett street, , 8 44247925,6995723,7
,,,,,,,,,,,,,,,
   ind, f,31,19850915, pfc, carmen, hament, qld, boodua,4825,12, musgrave street, , 02 45382134,2757611,9
,,,,,,,,,,,,,,,
 ina, f,26,19900306, , , sutan o, qld, ormeau,3072,29, murranji street, , 3 86523531,5106714,4
,,,,,,,,,,,,,,,
   ind, f,6,20101007, , michael, dhatri, nsw, turondale,2280,54, darebin place, , 612 60367393,9480028,5
,,,,,,,,,,,,,,,
 eng, f,31,19850719, , jake, sutherland, nsw, st marys,3171,285, penningtoncrescent, , 2 87500822,8387738,7
,,,,,,,,,,,,,,,
 unk, f,34,19820704, ms, kira, abbatista, nsw, rollands plains,4350,138, , , 02 22904967,9846723,3
,,,,,,,,,,,,,,,
   usa, f,21,19950128, , april, bates, wa, lakelands,6012,3, sculptor street, , 08 57648802,9174582,5
,,,,,,,,,,,,,,,
   fre, f,26,19900421, ms, chloe, salerou, , cranbourne north,6395,31, chewings street, billycreek farm, 07 24341958,6528582,2
,,,,,,,,,,,,,,,
 chi, f,27,19890413, dr, braedon, mong, qld, mooroolbark,3214,124, hearn street, , 07 82525982,8308735,2
,,,,,,,,,,,,,,,
   usa, f,27,19890903, ms, jairus, sullivan, vic, hidden valley,4870,7, florentine circuit, , 618 98169319,4136686,0
,,,,,,,,,,,,,,,
 usa, f,28,19881021, , brigitte, , qld, allora,3977,13, christma  street, , 613 57689484,1985539,5
,,,,,,,,,,,,,,,
 unk, f,30,19861208, mr, thomas, scollard, nsw, cawdor,5271,6, david ztreet, ashmill park, 02 79328246,8725666,6
,,,,,,,,,,,,,,,
   unk, f, , , ms, chloe, streckfuss, nsw, yowrie,4715,2, hallstrom circuit, , ,8253487,6
,,,,,,,,,,,,,,,
   eng, f,29,19871130, , ryan, yong, qld, wandoan,5098,21, balfour crescent, , 03 53468070,7127805,9
,,,,,,,,,,,,,,,
 gre, ,42,19740926, ms, timothy, engarchos, vic, ,2470,10, spence place, , 8 8258 306,4578373,2
,,,,,,,,,,,,,,,
   unk, f,25,19910214, , adam, scime, sa, moonta bay,2285,37, scrivener street, , 617 49609286,1111282,2
,,,,,,,,,,,,,,,
   usa, m,26,19900716, , mikayla, conner, sa, black hill,4702,14, westhoven street, clear creek cottage, 07 60027003,5437939,8
,,,,,,,,,,,,,,,
 usa, ,24,19920201, ms, caitlin, reynolds, sa, kingscote,3138,36, tyson street, , 07 87910542,2026666,7
,,,,,,,,,,,,,,,
   usa, , ,19750709, pfc, cameron, noel, wa, ucarty,6053,21, kilby crescent, crookhorn, 08 64601806,5276567,5
,,,,,,,,,,,,,,,
   eng, f,27,19890330, pfc, ayla, kimball, vic, newham,2229,60, sexton street, , 618 78360253,3234451,9
,,,,,,,,,,,,,,,
 dut, f,41,19751104, ms, nathan, burdk, tas, highcroft,2460,37, erldunda circuit, kilfeacle, 07 72273438,9552667,0
,,,,,,,,,,,,,,,
 ger, f,30,19860717, ms, tasman, vielhaber, vic, bell park,6450,102, fullerton crescent, , 08 48987422,2904364,1
,,,,,,,,,,,,,,,
   cze, m,22,19940612, mr, darcy, urban, qld, boompa,2077,399, , , 03 79961329,3417938,4
,,,,,,,,,,,,,,,
   unk, ,29,19870131, , olivia, sckel, vic, lower plenty,2230,56, munro street, , 618 37308851,9277044,6
,,,,,,,,,,,,,,,
   dut, f, ,19220301, ms, annabella, pukstys, qld, north aramara,4702,8, balanu place, lazee m, 613 51720723,3395934,2
,,,,,,,,,,,,,,,
   usa, f, ,19121118, , olivia, york, qld, karumba,4208,31, hodgkinson street, , 03 53250928,1119390,5
,,,,,,,,,,,,,,,
 abo, ,36,19800308, , jared, munyarryun, tas, loira,5033,13, boas place, caravn p rk, 7 50638769,1899867,7
,,,,,,,,,,,,,,,
   usa, f,31,19850311, , jacob, ross, qld, murrumba downs,4507,25, coningham street, , 613 87659019,3049398,5
,,,,,,,,,,,,,,,
   , ,22,19940927, ms, nathan, , vic, cleveland,3040,23, learmonth drive, mlc centre, 618 64041286,5187078,0
,,,,,,,,,,,,,,,
   , m, ,19450124, , emiily, grubb, nsw, east ryde,3170,3, murranji street, , 07 31720347,8311169,0
,,,,,,,,,,,,,,,
   unk, f,23,19930426, ms, tyler, aarts, nsw, wiley park,4179,4, ferguson circuit, , 612 41184149,3816580,7
,,,,,,,,,,,,,,,
 eng, m,26,19900602, ms, ayden, pottinger, kwld, curl curl,2460,23, marchant circuit, , 03 83428555,8754342,9
,,,,,,,,,,,,,,,
   tur, f,35, , hon, tori, karaosmanglu, nsw, goonengerry,3134,59, tiptree crescent, , 02 28366327,6641023,7
,,,,,,,,,,,,,,,
   rom, f, , , , oliver, stanciu, sa, dernancourt,2478,32, minnta place, , 07 01313428,3317781,0
,,,,,,,,,,,,,,,
   unk, f,23,19931125, , sam, scogin, qld, miles end,6282,5, audas place, , 08 08914502,3102481,6
,,,,,,,,,,,,,,,
 usa, f,29,19871110, , luk, oneill, , obi obi,3163,22, allawah flats, , 08 58182589,9117592,8
,,,,,,,,,,,,,,,
 dut, f,12,20041228, cpt, laura, burger, sa, st kilda,3850,1, london fircuit, keppoch, 07 82028397,8166800,3
,,,,,,,,,,,,,,,
   eng, f,39,19770107, , summer, becket, , frankston,2026,86, terry close, , 08 96743220,1847750,9
,,,,,,,,,,,,,,,
 tha, f,25,19910323, ms, samantha, traivut, vic, mayfield,3808,96, mugga way, hney patch, 07 63551333,2798750,3
,,,,,,,,,,,,,,,
 eng, f,19,19971101, , lufy, tollemache, , gwynneville,2541,81, elliott street, , 03 29110458,9608755,9
,,,,,,,,,,,,,,,
 ita, f,30,19861205, , campbell, pistilli, nsw, kyle bay,2324,57, casey cressent, , 02 22911154,3937891,5
,,,,,,,,,,,,,,,
   eng, ,28,19880620, mr, louise, winter, nsw, gresford,4034,14, mackellar crescent, rosetta village, 612 12984068,6081192,1
,,,,,,,,,,,,,,,
 fin, f,9,20070423, , sophie, koutaniemi, wa, narrikup,4139,119, daly street, , 618 04795787,7891696,9
,,,,,,,,,,,,,,,
 eng, f,41,19751204, pfc, hayden, nes, vic, williamstown,4061,27, halfrey circuit, , 03 14357761,2402267,0
,,,,,,,,,,,,,,,
   usa, f, ,19860724, ms, kye, best, , bangor,4880,1, morduant place, , 03 83057683,8018502,8
,,,,,,,,,,,,,,,
   unk, f,31,19850807, , lilly, scjum, tas, port arthur,3088,50, irwin street, , 07 65226024,8872611,8
,,,,,,,,,,,,,,,
 chi, f,39,19770929, , haahrison, hsia, wa, gascoyne river,4506,2, coles place, upper meroo, 618 56698615,9373140,4
,,,,,,,,,,,,,,,
   chi, m, ,19290518, , amber, on, nsw, girraween,4074,31, vogelsang place, , 612 26763250,3477458,7
,,,,,,,,,,,,,,,
 rom, m, ,19790227, , blake, simeonescu, q d, colevale, ,82, wallis place, , 613 58437773,1700256,2
,,,,,,,,,,,,,,,
   eng, f,11,20050218, ms, jacinta, samuelson, vic, parkville,4102,22, haynes place, , 08 30769439,9416531,9
,,,,,,,,,,,,,,,
 usa, f, ,19050123, , noah, fozter, nsw, spring grove,2400,40, saggers close, , 02 28123973,5824471,1
,,,,,,,,,,,,,,,
   ara, m,21,19950714, , carly, nazeefah, vic, telford,3206,239, bokhara circuit, , 07 32475572,1331840,3
,,,,,,,,,,,,,,,
   ita, ,30,19860115, , ryan, mannelli, wa, little grove,2259,5, somerset street, , ,9995677,0
,,,,,,,,,,,,,,,
   eng, f,41,19750105, hon, logan, mcnabb, , goonellabah,2485,4, dane close, downland stud, 04 67821335,8561375,6
,,,,,,,,,,,,,,,
 eng, f,30,19861117, ms, alison, huxtable, nsw, zhelly beach,3500,2, narambi street, riverside professional centre (cnr banks, 02 29282761,4776400,8
,,,,,,,,,,,,,,,
   usa, f,33,19830105, , alec, lamb, vic, addington,4227, , fred johns crescent, , 8 95889499,9992137,3
,,,,,,,,,,,,,,,
   usa, m,30,19860628, , jasper, aguirre, nsw, termeil,3070,16, stieglitz circuit, , 612 03320067,3760265,5
,,,,,,,,,,,,,,,
 unk, f, ,19350120, dr, shannon, sclafani, vic, walljace,5022, , lampard circuit, , ,1842406,7
,,,,,,,,,,,,,,,
   ind, f,30, , , tara, subbarat, nsw, wombarra,2265,72, gibbes place, cascades, 02 69226623,8405024,8
,,,,,,,,,,,,,,,
   eng, f,24,19921204, ms, ruby, mclain, nsw, tascott,3555,6, neumayer street, , 02 07194932,9553499,1
,,,,,,,,,,,,,,,
   usa, f, ,19860309, ms, ayla, casey, , cowra,6150,445, francis street, , ,3572536,5
,,,,,,,,,,,,,,,
   usa, f, ,19281117, , cameron, terry, , gumdale,2540,10, giles street, , 04 62752368,7428611,3
,,,,,,,,,,,,,,,
   usa, f,38,19780217, ms, tanyshah, reynolds, qld, hutton creek,820,79, kneebone street, on river, 03 15790663,5928384,0
,,,,,,,,,,,,,,,
   ind, f,31,19850425, , felicity, patiala, qld, frazerview,3163,2, john cleland crescent, , 613 16888296,5654466,2
,,,,,,,,,,,,,,,
 eng, f,3, , , isobel, sands, vic, research,2070,141, nepean place, , 08 03673235,9357129,8
,,,,,,,,,,,,,,,
   , f, ,19591208, , courtney, hipkiss, sa, mclaren vale,2153,27, antill street, , 617 14702214,8599114,6
,,,,,,,,,,,,,,,
   chi, f, ,19810623, , magnus, sha, nsw, rockley,2107,7, burnie street, macamania, 02 38315613,5512677,9
,,,,,,,,,,,,,,,
 chi, f,10,20060520, mr, jayden, jeng, nsw, ,3000,2, wybalenamgrove, , 02 12328332,2224877,7
,,,,,,,,,,,,,,,
 ind, f,38, , pfc, callum, maude, sa, jabuk,2318,138, kallarooroad, , 617 63175963,1038389,0
,,,,,,,,,,,,,,,
 ara, ,3, , , emma, farida, wa, big grove,3180,58, sheaffe street, , 8 05081966,6191973,3
,,,,,,,,,,,,,,,
 dan, m, ,19481108, , cooper, burmeister, tas, tunnack,2077,5, allambee street, rosetta village, 617 74599 010,1180151,1
,,,,,,,,,,,,,,,
 ind, f,21, , mr, jordan, budhwani, vic, outtr m,2137,10, abernethy street, , 08 63775468,7140555,1
,,,,,,,,,,,,,,,
   usa, m,26,19900104, , matilda, cooper, qld, rathdowney,3156,31, shenton crescent, mica creek, 3 00086334,9209513,1
,,,,,,,,,,,,,,,
   chi, f,11,20051128, pfc, isabelle, chue, nsw, ganmain,2519,219, bunbury street, kiloran, 02 02253479,4495155,3
,,,,,,,,,,,,,,,
   unk, ,12,20040407, ms, logan, schwanke, vic, syndal,3672,18, molloy crescent, , 08 19868125,2687246,0
,,,,,,,,,,,,,,,
 tha, f,28,19881121, pfc, seth, phornprapha, nsw, junee,2090,51, scottsdale street, erina gardns, 02 38527774,2279991,5
,,,,,,,,,,,,,,,
   eng, f,32,19841112, ms, james, hermanson, , hackham west,4854,127, blumenthal place, the manor braeside, 03 15237397,5387769,1
,,,,,,,,,,,,,,,
 , f, ,19891226, , benjamin, mcgregor, nsw, tighes hill,5540,219, gang gang court, , 02 63680180,7543128,3
,,,,,,,,,,,,,,,
 chi, f,34,19821213, , oliver, meng, vic, strathdownie,3044,22, harcus c lose, lyndale park, 618 83106422,3280675,0
,,,,,,,,,,,,,,,
 ind, b,29,19870511, , eliza, sumon, nsw, macquarie links,3189,27, weld street, , 2 23774502,3475583,2
,,,,,,,,,,,,,,,
   usa, f,24,19920824, mr, abbie, watson, vic, yarrawalla,4109,18, harbison crescent, koyo, 618 60732982,4300282,4
,,,,,,,,,,,,,,,
 usa, f, ,19820324, dr, cassandra, terry, ql , utchee creek,3220,12, brockway circuit, nerriga, 3 16265345,2959866,6
,,,,,,,,,,,,,,,
 afg, f,24,19921210, , gillian, mohammed, sa, beaumont,6032,22, hargraves crescent, , 617 81223133,4347218,5
