 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id, blocking_number
   ind, f,30,19860218, ms, lily, shamshaard, sa, woodville gardens,2281,4, oliver street, riverside park, 03 26294875,3840644,7
,,,,,,,,,,,,,,,
   usa, f, ,19191118, , amy, wheeler, qld, carstairs,3047,2, raymond street, , 3 98384343,2648748,6
,,,,,,,,,,,,,,,
   eng, f, ,19530919, dr, jasper, brasher, wa, cape arid,2030,214, macfarland crescent, tannamurra, 8 78044679,2288798,4
,,,,,,,,,,,,,,,
   usa, m,31,19850613, , tayla, welch, vic, mitchell park,3431,6, kadina crescent, , 08 27613990,4971580,4
,,,,,,,,,,,,,,,
   fin, f,12,20040718, , kelsey, jarvi, vic, cottles bridge,2170,9, dooland court, , ,4713480,0
,,,,,,,,,,,,,,,
   eng, f,33,19830116, dr, lucy, hext, nsw, gumly gumly,6055,4, boyland close, canberra hse, 612 41198372,4730138,5
,,,,,,,,,,,,,,,
   usa, f,9,20070624, , benjamin, lynch, vic, bowral,3072,408, hallstrom circuit, , 618 22735710,8061937,8
,,,,,,,,,,,,,,,
   chi, f,31,19850114, , connor, fok, qld, mcewens beach,2233,108, stradbroke street, , 3 31221808,1038123,0
,,,,,,,,,,,,,,,
   usa, f, ,19790421, ms, elijah, greene, tas, legerwood,2203,9, sid barnes crescent, , 7 31589804,2443331,0
,,,,,,,,,,,,,,,
   unk, f,13,20030802, , joshua, schwanke, nsw, woodcroft,4306,37, carruthers street, masonic memorial village, 612 18437701,1696936,8
,,,,,,,,,,,,,,,
   ger, f,35,19810103, hon, chloe, seiler, nsw, toowoomba,3222,16, heagney crescent, , 02 67920260,2979651,2
,,,,,,,,,,,,,,,
   usa, f, ,19041206, , laura, fung, nsw, ettalong beach,2508,1, minnett close, yarrabee, 02 55806091,6178501,9
,,,,,,,,,,,,,,,
   fin, f,21,19951215, , luke, keskitalo, vic, para hills,2287,16, furphy place, earl haven, 618 57204458,1447580,0
,,,,,,,,,,,,,,,
   ind, f,34,19820119, ms, jacinta, punith, nsw, cullen bullen,2211,2, tarlton place, , 2 15613156,1468348,4
,,,,,,,,,,,,,,,
   , f, ,19220519, , tony, rabe, act, bonner,2780,145, chillagoe street, glen eden, 612 25799368,8649478,9
,,,,,,,,,,,,,,,
   eng, , ,19990212, , benjamin, , vic, glen huntly,3198,39, cheeke place, purtell park, 618 46696030,1795148,1
,,,,,,,,,,,,,,,
   jap, ,28,19880527, ms, emiily, nogushi, vic, aspendale gardens,2088,11, bokhara circuit, , 8 64923796,6526034,4
,,,,,,,,,,,,,,,
   cze, f,30,19861013, , erin, sebrle, wa, murchison,3137,5, custance street, naygoondy, 618 30935916,1094870,0
,,,,,,,,,,,,,,,
   unk, f,32,19841106, ms, annalise, scjum, vic, gruyere,2541,108, boddington crescent, greenslopes, 02 89110676,4661977,6
,,,,,,,,,,,,,,,
   ger, f,21,19950909, mr, chloe, schmetzer, vic, buffalo,2204,15, boronia drive, , 08 03299881,6583133,1
,,,,,,,,,,,,,,,
   chi, ,40,19760510, , emiily, shou, qld, coningsby,5606,83, , , 03 30920891,6158152,5
,,,,,,,,,,,,,,,
   usa, f,30,19861019, , bailey, dickson, wa, langford,2106,42, marou place, old kapoola, 8 44479620,5815678,5
,,,,,,,,,,,,,,,
   chi, m,30,19861026, ms, emiily, xing, vic, briar hill,4883,5, yerra court, , 8 97422100,1721548,5
,,,,,,,,,,,,,,,
   usa, ,36, , ms, lauren, , qld, warnoah,6006,1, jelbart street, , 03 48713036,8893414,8
,,,,,,,,,,,,,,,
   unk, f, ,19730115, , zarran, abbitt, nsw, hamilton south,3927,126, mccaughey street, sheep station, 2 29695400,2100628,5
,,,,,,,,,,,,,,,
   eng, f,31,19850116, , april, bennet, qld, caloundra,4730,18, , mandala gdns, 04 86935489,7272465,0
,,,,,,,,,,,,,,,
   usa, m, ,19350806, ms, jasmine, carr, , port broughton,2251,75, jalanga crescent, , 04 31656329,8657948,8
,,,,,,,,,,,,,,,
   usa, f,25,19910214, dr, isabella, jimenez, vic, kalamunda,2233,60, ranken place, grassmere downs, 618 11417856,3648554,3
,,,,,,,,,,,,,,,
   eng, f,20,19960118, , olivia, matthewson, qld, flagstone creek,2551,131, belconnen way, rocklands, 03 87428817,1411472,6
,,,,,,,,,,,,,,,
   eng, ,31,19850815, mr, deakin, travers, vic, harrietville,6074,28, totterdell street, , 08 11492854,8594868,2
,,,,,,,,,,,,,,,
   usa, f,42,19740320, , joshua, ballard, qld, bauple,3122,505, jondol place, sutton cottage, 613 91222235,1697413,3
,,,,,,,,,,,,,,,
   chi, f,37,19790607, ms, finnbar, fa, qld, cairns north,2261,318, nannine place, coulter court, 613 88937576,1637967,1
,,,,,,,,,,,,,,,
   eng, m,43,19730625, , danielle, sudworth, vic, kaniva,2165,29, pawsey circuit, , 618 32782035,5021939,6
,,,,,,,,,,,,,,,
   eng, f, ,19250807, ms, emiily, garrod, nsw, mulgoa,3500,5, logue place, canberra avenue, 02 32264512,2390725,6
,,,,,,,,,,,,,,,
   unk, , ,19571204, , benjamin, scottjackson, qld, fairfield,2453,128, callabonna street, , 03 34056527,6437818,5
,,,,,,,,,,,,,,,
   usa, , ,19620605, , , keith, nsw, tregeagle,3081,2, coranderrk street, , 612 83401480,5646100,1
,,,,,,,,,,,,,,,
   chi, f,29,19870825, , hamish, szutu, vic, darnum,5108,1, copland drive, melinda lodge, 618 26867703,6801156,4
,,,,,,,,,,,,,,,
   chi, , ,19201118, , amy, vong, nsw, sussex inlet,4030,6, , , 612 55605114,6006003,3
,,,,,,,,,,,,,,,
   vie, f,34,19821118, , maconal, ut, qld, murray,3076,11, burnie street, , 03 92748901,9755851,9
,,,,,,,,,,,,,,,
   sri, f,33,19830628, , mitchell, atapattu, , mosman,2565,24, clarnette place, , 04 72244964,1363902,9
,,,,,,,,,,,,,,,
   eng, f,38,19780319, ms, ryan, thorne, qld, coen,2066,14, mcelhone court, culgoa, 3 13670081,7535400,6
,,,,,,,,,,,,,,,
   , f, ,19480314, , charlotte, berry, nsw, culcairn,7012,3, barritt street, mossburn, 2 21262355,3562788,8
,,,,,,,,,,,,,,,
   unk, f,40,19760705, pfc, tayla, stranger, , toowoomba,7011,58, phillip avenue, villa 2, 07 65045046,3247363,7
,,,,,,,,,,,,,,,
   unk, m,36,19801017, , , strazzari, vic, upper ferntree gully,2250,14, starke street, , 08 90184753,9500031,2
,,,,,,,,,,,,,,,
   chi, f,30,19860909, , michael, ching, nsw, bungendore,2830,4, maraar place, pacific palms caravn park, 612 03241936,1860018,5
,,,,,,,,,,,,,,,
   usa, f, ,19730614, hon, alana, combs, qld, oorindi,3429,122, barraclough crescent, mountain view village, 613 37437311,7479228,5
,,,,,,,,,,,,,,,
   eng, f,23,19931002, , zachary, moores, vic, athlone,4413,16, , , 04 91729761,8364361,1
,,,,,,,,,,,,,,,
   jap, m,25,19910306, ms, livia, shinozaki, qld, aroona,6050,23, handasyde street, , 03 31034487,2078364,6
,,,,,,,,,,,,,,,
   eng, f, ,19370527, , max, cristianson, nsw, long point,3047,32, fiveash street, clydeview, 08 70862176,1664127,8
,,,,,,,,,,,,,,,
   usa, , ,19180209, , joel, finley, qld, wooroolin,7250,2, mcgee place, strathdownie, 03 98701064,9158220,0
,,,,,,,,,,,,,,,
   eng, f,26,19901001, ms, adam, milburn, , burpengary,3060,5, noarlunga crescent, flt 10, 03 19064731,7231188,3
,,,,,,,,,,,,,,,
   ger, f,30,19860725, , ellen, gudereit, vic, ferny creek,4874,1, carina street, , 618 19478596,1835734,6
,,,,,,,,,,,,,,,
 usa, ,37,19790615, , janes, moses, wa, alma,6025,866, collyburl crescent, , 07 34875970,9268658,0
,,,,,,,,,,,,,,,
   unk, , ,19280425, , jacqueline, strawbridge, wa, burges,5022,1773, hartog street, , 08 20382188,8644702,0
,,,,,,,,,,,,,,,
   usa, m,34,19820825, ms, chloe, hunt, , dapto,4504,26, o'neill street, wistari homefield, 03 75823427,9411959,0
,,,,,,,,,,,,,,,
 usa, m,41,19750205, ms, samuel, bryan, qld, warburton,7260,12, magrath crescent, tanta llon, 03 09809625,4054822,5
,,,,,,,,,,,,,,,
   eng, f,31, , , victoria, edison, nsw, narrabri,2222,14, endeavour street, emu downs, 2 00355525,2487812,5
,,,,,,,,,,,,,,,
   cze, ,25,19911128, ms, alexander, balosak, vic, st albans park,2515,50, beasley street, , ,1867571,0
,,,,,,,,,,,,,,,
   eng, f,28, , , ashlee, banister, qld, deception bay,7008,23, newton street, mater professional centre, 03 46810222,7431573,6
,,,,,,,,,,,,,,,
   chi, f,26,19900427, ms, jack, swei, sa, goolwa,3207,73, canberra avenue, , 617 72991870,4753572,5
,,,,,,,,,,,,,,,
   ind, f,36,19801130, ms, alicia, nageshwara, vic, culgoa,5118,16, noongale court, , 08 01885171,5062433,7
,,,,,,,,,,,,,,,
   eng, ,36,19801205, dr, charlotte, daniell, wa, mount walker,3022,18, tobermorey place, , 8 45423634,2404973,0
,,,,,,,,,,,,,,,
   ser, f, ,19670928, mr, daniel, zerec, vic, ovens,6004,71, sternberg crescent, , 618 74589859,6813797,8
,,,,,,,,,,,,,,,
   ira, ,37,19790916, , emiily, javaheri, wa, kebaringup,4101,20, wells garden, , 08 48888407,4045860,9
,,,,,,,,,,,,,,,
   usa, f,28,19880514, , pace, cunningham, qld, stony creek,6010,228, wilkins street, , 613 20384776,6871117,5
,,,,,,,,,,,,,,,
   usa, f,33,19831026, ms, hayley, weber, , carlingford,2134,26, cockburn street, , 07 90353193,9964213,4
,,,,,,,,,,,,,,,
   usa, , ,19471118, , christian, craft, qld, tummaville,2232,65, appel crescent, , 613 34609399,5404080,5
,,,,,,,,,,,,,,,
   ser, f, ,19480709, , katie, delic, wa, nyabing,2137,14, casey crescent, original, 08 36342871,5964500,2
,,,,,,,,,,,,,,,
   usa, m,31,19851012, , connor, fitzpatrick, nsw, pelaw main,820,11, murdoch street, , 2 42734329,5215753,7
,,,,,,,,,,,,,,,
   rom, m,25,19910925, , madison, pavlenco, , lansdowne,6155,26, strzelecki crescent, rbm 1020, 07 74934272,5994938,9
,,,,,,,,,,,,,,,
   eng, ,26,19900127, , jayden, milligan, wa, mckail,3444,61, burke crescent, riverbank farm, 618 93808160,4193410,2
,,,,,,,,,,,,,,,
   usa, f,26,19900827, ms, alessandra, stokes, nsw, homebush,4510,19, crooke close, , 2 19136044,8789837,9
,,,,,,,,,,,,,,,
   ger, f,34,19820627, , finn, bellman, nsw, gateshead,2500,37, maynard street, , ,1957960,7
,,,,,,,,,,,,,,,
   ind, m,30,19860604, , jaiden, mooljee, qld, silver valley,4507,17, hawton place, lochlee, 3 25355344,1461631,5
,,,,,,,,,,,,,,,
   eng, f,28,19880104, , lachlan, harrelson, nsw, banksia,4870,25, yumba avenue, , 2 20736629,4391967,9
,,,,,,,,,,,,,,,
   chi, f,11, , , alysha, hui, vic, cundare north,2120,25, fairbridge crescent, , 618 16577958,1198170,6
,,,,,,,,,,,,,,,
   usa, , ,19310819, , evan, greer, qld, nome,3152,9, edwards street, catumbel lodge, 03 74128945,2998354,7
,,,,,,,,,,,,,,,
   eng, f,13,20030711, mr, olivia, addison, nsw, east gosford,3107,4, pethebridge street, redfern station, 612 69168223,8969933,9
,,,,,,,,,,,,,,,
   usa, ,36, , ms, zac, roth, , st clair,3500,68, inlander crescent, mt pleasant, 02 26012992,1736502,2
,,,,,,,,,,,,,,,
   eng, m,37,19790728, , connor, ryely, nsw, kilaben bay,2074,18, duncan street, homevale, 612 52981984,6176914,5
,,,,,,,,,,,,,,,
   nor, m,28,19881001, pfc, isabella, burass, nsw, bungwahl,3984,24, wedgewood close, kooyong, 2 43194633,9812604,5
,,,,,,,,,,,,,,,
   usa, f,30,19860323, , georgia, patel, wa, scaddan,4507,13, upton street, , 618 96923852,4717789,6
,,,,,,,,,,,,,,,
   rom, ,31,19851031, , brooklyn, nechita, qld, derrymore,3029,3, phillip avenue, rocklea, 3 47940365,7546869,8
,,,,,,,,,,,,,,,
   usa, f,28,19880902, , jordan, franks, wa, noggerup,4703,3, rowe place, chambers caravn park, 8 62618050,6933706,7
,,,,,,,,,,,,,,,
   eng, m, ,19780731, ms, kyle, neville, vic, horsham,2914, , brownless street, , 618 52779121,3896730,5
,,,,,,,,,,,,,,,
   ina, m,26,19901005, , jasper, sutanto, qld, arundel,4745,7, victor place, southern cross, 03 08225484,3990002,2
,,,,,,,,,,,,,,,
   chi, f, ,19060808, , daniel, sau, vic, notting hill,4211,16, newman morris circuit, , 08 91593083,5612959,8
,,,,,,,,,,,,,,,
   ger, f,26,19900212, ms, breony, sonntag, vic, collins street east,2428,10, owen dixon drive, wooloondool farm, 08 34909302,2587508,6
,,,,,,,,,,,,,,,
   eng, m,11,20051211, ms, jake, abrahamson, nsw, modbury,2156,36, kingsmill street, , 2 00833223,2732515,5
,,,,,,,,,,,,,,,
   usa, f,32,19841020, ms, sachin, molina, nsw, hartley,2094,86, chave street, , 612 03884182,9706652,0
,,,,,,,,,,,,,,,
   jew, m,30,19860913, , alannah, posner, , paddington,4556,153, kingham place, , 03 89225463,9437249,5
,,,,,,,,,,,,,,,
   unk, f,27,19891007, dr, shane, scopel, wa, teesdale,2009,86, albermarle place, big oakey, 08 28470156,3517766,9
,,,,,,,,,,,,,,,
   eng, m, ,19511217, , belinda, scriven, qld, redlynch,4715,49, bendigo street, , ,2792625,5
,,,,,,,,,,,,,,,
   ind, m,9, , dr, chloe, solkar, qld, warnoah,6004,124, anketell street, hamden place, ,1331866,9
,,,,,,,,,,,,,,,
   unk, , ,19580105, hon, brigette, strampher, qld, the keppels,4132,23, wilsmore crescent, riverbend, 613 70152888,1903663,7
,,,,,,,,,,,,,,,
   chi, ,21,19950118, , ned, mok, qld, birtinya,3678,9, ashcroft crescent, , 613 53770676,3227836,5
,,,,,,,,,,,,,,,
   unk, f,30,19861205, dr, samantha, aaron, vic, bennettswood,6167,9, bingara place, , 08 31733430,7001074,8
,,,,,,,,,,,,,,,
   , f, , , , adriana, d'emden, , hinchinbrook,2126,10, tazewell circuit, , 07 00322601,5578393,7
,,,,,,,,,,,,,,,
   eng, m,28,19880426, , lexie, sempers, vic, ovens,2533,8, goyder street, , 03 77752406,1495984,1
,,,,,,,,,,,,,,,
   unk, f,32,19840129, , abbey, abadi, vic, lismore,4051,10, napier close, cascade condo, 07 57290926,5361975,0
,,,,,,,,,,,,,,,
 unk, m,25,19910807, , india, aballon, , macquarie fields,2020,6, lawrence crescent, , 08 01561456,8841524,3
,,,,,,,,,,,,,,,
   usa, m,33,19830910, , jessica, phelps, vic, alberton,2250,4, cullen street, peppin point, ,3140850,3
,,,,,,,,,,,,,,,
   unk, f, ,19720122, , lauren, streich, vic, lismore,2680,22, , rowethorpe, 08 46595705,8379395,6
,,,,,,,,,,,,,,,
   unk, f,10,20060424, , isabella, aani, tas, sulphur creek,6064,25, markell place, , 617 00647515,1285622,6
,,,,,,,,,,,,,,,
   ser, ,38, , , holly, gojkovic, , laurieton,2000,19, steffanoni circuit, , 07 45297417,2705560,3
,,,,,,,,,,,,,,,
   eng, f,35,19811209, mr, jasmin, earl, qld, morinish south,2010,17, walker crescent, jaspars, 613 55909081,3343847,6
,,,,,,,,,,,,,,,
   usa, f, ,19591110, , jacob, mccall, , gravesend,2560,162, totterdell street, north star resort, 04 80255817,7139847,7
,,,,,,,,,,,,,,,
   eng, m,11,20050523, , katelyn, haggard, nsw, marks point,2162, , platt place, , 612 66382751,9391663,9
,,,,,,,,,,,,,,,
   unk, f,11,20050502, ms, justin, strawbridge, tas, campbelltown,2071,31, lochee place, , 617 43611009,8482188,3
,,,,,,,,,,,,,,,
   usa, ,29,19871118, , jaykob, reeves, nsw, congo,4171,40, de burgh street, , ,7834836,5
,,,,,,,,,,,,,,,
   ser, f,13,20031017, ms, aiden, basic, wa, kirk rock,2122,82, , yarrum heights, 618 37190064,4130097,3
,,,,,,,,,,,,,,,
   usa, f,40,19761005, , chelsea, myers, nsw, pullabooka,2020,208, phillip avenue, nunkuri, 2 50763987,2190212,1
,,,,,,,,,,,,,,,
   , f, ,19071027, , mason, , qld, deniliquin,3182,43, bendigo street, kybo station, 613 19998224,2895834,7
,,,,,,,,,,,,,,,
   usa, f,24,19920622, pfc, mathilde, richards, qld, yorkeys knob,3186,17, parry place, , 03 84908560,3192990,1
,,,,,,,,,,,,,,,
   eng, f,23,19930617, , ryleh, mcdougall, nsw, copeland,4221,122, amos place, , 02 19016971,1823726,7
,,,,,,,,,,,,,,,
   jap, m,32,19840626, , clodagh, ijichi, vic, endeavour hills,5481,34, spigl street, retirement village, 8 80223292,8862261,8
,,,,,,,,,,,,,,,
   eng, m,20,19961112, , kailey, mayes, vic, watsons creek,4011,18, oman place, the meadows, 618 63847453,3472986,1
,,,,,,,,,,,,,,,
   wel, m, ,19240116, ms, andrew, gittings, vic, milloo,5167,29, bywaters place, , 08 09941780,1696156,1
,,,,,,,,,,,,,,,
   chi, , ,19900114, mr, todd, kwang, nsw, burpengary,7019,1, geehi place, , 02 10992918,2392169,9
,,,,,,,,,,,,,,,
   usa, f, ,19910808, , nathan, brewer, nsw, sebastopol,4556,12, thomas hart street, australian fair west, 03 87900961,5752282,7
,,,,,,,,,,,,,,,
   eng, f,11,20050318, ms, konstantinos, ethanson, sa, cockburn,3620,15, earle street, , 02 83570923,1564582,6
,,,,,,,,,,,,,,,
   eng, ,29,19871216, mr, lily, neville, nsw, gilgandra,2218, , townshend street, , 02 54887014,6586530,7
,,,,,,,,,,,,,,,
   eng, f,20,19960808, , jack, rennold, , manunda,2196,37, brigalow street, , 04 47103758,3158179,6
,,,,,,,,,,,,,,,
   eng, f,8,20081103, , sarah, samuelson, nt, elliott,3018,8, roope close, , 03 22183083,8535320,1
,,,,,,,,,,,,,,,
   ind, m,34,19820208, mr, matthew, vishwamber, , mona park,2074,12, northam street, valley of springs, 07 58122121,3933986,2
,,,,,,,,,,,,,,,
   por, f,29,19871028, ms, archie, soveral, vic, strathewen,3106,19, wirraway crescent, , 04 09752176,5446632,0
,,,,,,,,,,,,,,,
   unk, f,28,19881012, ms, livia, scopel, vic, cranbourne south,5014,8, burkitt street, , 08 70748545,1365766,2
,,,,,,,,,,,,,,,
   , ,40, , , makenzie, dudley, sa, two wells,2340,11, noble close, , 7 47917371,6654650,3
,,,,,,,,,,,,,,,
   unk, f,26,19900401, , ellie, streckfuss, vic, alice springs,6168,11, camfield place, berkeley vlge, 08 90392284,8115988,8
,,,,,,,,,,,,,,,
   pol, f,8,20080803, mr, abbey, dobrzynski, , surfers paradise,3938,7, , rockley, 03 03559791,9828679,4
,,,,,,,,,,,,,,,
   eng, f,32,19840402, , kane, jeanes, , pyree,4703,9, , , 07 94283802,4407753,5
,,,,,,,,,,,,,,,
   ind, ,26,19900501, mr, alexis, vinuta, nsw, dareton,5034,7, ashburton circuit, glendaurel, 612 05976234,4569999,3
,,,,,,,,,,,,,,,
   , f,34,19820411, , abby, coffey, vic, wandong,2570,25, macgregor street, merungie, 03 01698209,4921637,8
,,,,,,,,,,,,,,,
   jap, ,30,19861226, , kane, nakamura, wa, sandpatch,6037,68, namadgi circuit, murray vale lodge, 07 01620936,1590523,5
,,,,,,,,,,,,,,,
   iri, m,26,19900326, , olivia, quirke, nsw, nashdale,7321,290, bannerman place, , 02 37801494,3939241,6
,,,,,,,,,,,,,,,
   afr, m, ,19021029, mr, daniel, sheikh, nsw, longueville,4170,422, elkedra close, , 612 54335264,5367644,4
,,,,,,,,,,,,,,,
   usa, ,34,19821222, , brodie, hubbard, vic, tubbut,4516,95, molesworth street, , 08 81047420,3497441,6
,,,,,,,,,,,,,,,
   usa, f,25, , ms, ella, , wa, mindarra,4169,126, patey street, , 618 80603339,2107175,7
,,,,,,,,,,,,,,,
   ger, f,11,20050720, mr, michael, reicher, qld, goodger,3074,30, litchfield place, , 03 76498704,2630590,2
,,,,,,,,,,,,,,,
   , f,30,19860829, ms, sam, , , midland,2125,2, desailly crescent, glenluna, 04 28594778,3990487,3
,,,,,,,,,,,,,,,
   usa, f,12,20040425, , timothy, wiggins, nsw, sofala,3820,15, wendy ey place, , 2 60131273,6405377,2
,,,,,,,,,,,,,,,
   usa, f,30, , , hayden, thornton, nsw, yallah,3148,10, must circuit, cantlay farm, 02 34200453,7415770,2
,,,,,,,,,,,,,,,
   usa, f,28, , ms, kira, byers, nsw, barrack heights,4817,13, clare dennis avenue, barodoky, 02 57851511,1687101,4
,,,,,,,,,,,,,,,
   eng, f,28,19881113, , aiden, brasher, sa, hawthorn,2042,17, newman morris circuit, unt 1, 07 43601358,5285874,8
,,,,,,,,,,,,,,,
   por, f,10,20060829, , bree, milazar, qld, woodridge,2085,395, bulli place, , 613 32754734,8447849,6
,,,,,,,,,,,,,,,
   usa, f,35,19810222, pfc, lynton, valentine, qld, mount walker west,4074,24, kinkead street, , 613 38924366,8637137,2
,,,,,,,,,,,,,,,
   sri, ,35,19810904, ms, montana, yatawara, wa, wittenoom hills,3139,161, tipping place, , 8 52189463,5460855,2
,,,,,,,,,,,,,,,
   chi, f, ,19031026, , liam, kum, nsw, dubbo,4220, , chandler street, , 2 45885983,4072648,2
,,,,,,,,,,,,,,,
   fin, f,28,19880811, mr, cooper, rantamahu, nsw, beverley park,2093,35, conigrave place, , 02 22216735,1512335,5
,,,,,,,,,,,,,,,
   chi, f,36,19800913, , alexia, tsao, qld, balaklava,3193,5, homburg street, , 03 40303610,2534823,3
,,,,,,,,,,,,,,,
   eng, m,23,19930330, ms, connor, rutherford, vic, muirlea,3150,94, tillyard drive, luxaflex window fashions, 8 40517902,8242478,2
,,,,,,,,,,,,,,,
   unk, f, ,19100817, , aiden, aakre, qld, ellangowan,3148,4, dodds place, kyeema, 3 33311806,8790916,5
,,,,,,,,,,,,,,,
   eng, ,26,19900813, , aleisha, christinsen, vic, heidelberg heights,4151,9, lowanna street, , 618 17008190,9731367,6
,,,,,,,,,,,,,,,
   tha, f,23,19930224, , luke, thanom, , eatons hill,3064,16, mcshane place, villa 724 henry kendall vlge, ,9199140,0
,,,,,,,,,,,,,,,
   usa, f,25,19911101, dr, krystin, witt, nsw, meadowbank,3079,89, cotter road, , 02 04921176,6825354,0
,,,,,,,,,,,,,,,
   chi, f,29,19870602, , jacob, cheng, qld, allora,2261,6, brassey street, , 613 87082351,8053794,8
,,,,,,,,,,,,,,,
   unk, f, , , , emiily, abbatista, vic, devonport,2011,116, mokare street, , 02 76918543,9242207,8
,,,,,,,,,,,,,,,
   unk, m,21,19950812, mr, roisin, stranger, vic, lake munmorah,2027,36, freda bennett circuit, , 8 28142881,8550743,7
,,,,,,,,,,,,,,,
   usa, ,34,19820330, ms, bailey, kramer, , st clair,3355,24, badenoch crescent, , 04 05920053,6914557,5
,,,,,,,,,,,,,,,
   eng, f,12,20041022, , amy, mackenzie, sa, kensington gardens,2446,1, deamer crescent, , 7 57457707,4196447,9
,,,,,,,,,,,,,,,
   eng, f,29,19870430, , libby, savidge, nsw, mermaid waters,3015,11, burkitt street, forest glen resort, 612 03233938,4736420,4
,,,,,,,,,,,,,,,
   usa, f,38, , hon, jaxson, hays, sa, port augusta west,2774,19, crisp circuit, thornbury, 617 29889302,5788168,3
,,,,,,,,,,,,,,,
 usa, f,29, , , lillyan, rosa, tas, perth,6225,68, biala place, , 7 12312941,1982959,8
,,,,,,,,,,,,,,,
   eng, f,30, , , jack, goffe, wa, kronkup,4350,775, discovery street, , 8 90388177,3424781,2
,,,,,,,,,,,,,,,
   ser, m, ,19961119, , travis, dragojlov, , kingsford,2066,37, wargi place, country road estate, 08 32429657,4573598,0
,,,,,,,,,,,,,,,
   unk, f,33,19830822, ms, james, strehovski, vic, apsley,3981,3, mathews place, , 618 16206692,2005590,7
,,,,,,,,,,,,,,,
   ind, f,36,19801210, , kyle, keerthi, sa, cummins,5063,2, satchell place, westminster village, 7 36933946,5413503,1
