 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
   ger, f, ,19500708, , sam, ludwig, nsw, quaama,4350,170, dunstan street, , 02 04793539,3848800
,,,,,,,,,,,,,,
   unk, f,24,19920809, , daniel, strawbridge, nsw, colac,3280,10, julius street, , 612 61395680,6365957
,,,,,,,,,,,,,,
   spa, f,21,19950109, , jack, madrigal, nsw, sydenham,4575,44, boehm close, , 2 51813878,7750945
,,,,,,,,,,,,,,
   abo, f,33, , ms, lachlan, tapai, tas, garden island creek,4670,164, mugga way, dickson family practice, 07 64491887,8956435
,,,,,,,,,,,,,,
   usa, f, ,19460417, , tarshya, taylor, vic, campbelltown,4390,9, hannan crescent, , 08 84707658,1614034
,,,,,,,,,,,,,,
   usa, f,38,19781007, , hayley, charles, nsw, laurel hill,5022,22, crozier circuit, , 2 26669826,9580161
,,,,,,,,,,,,,,
   ina, f,13, , , zac, kurniawan, wa, west lamington,3174,69, thake place, , 08 32051608,7568181
,,,,,,,,,,,,,,
   eng, f,34, , ms, marcus, hardie, qld, thoopara,4011,128, salsola street, , 03 74949866,7889800
,,,,,,,,,,,,,,
   ind, ,12,20040621, dr, christopher, vaithu, qld, silkstone,2350,17, bamford street, , 613 29813748,3353035
,,,,,,,,,,,,,,
   unk, f,30,19860601, , callum, abat, nsw, legume,3805,104, kent street, , 612 54798084,3435643
,,,,,,,,,,,,,,
   unk, m, ,19140218, , brandon, abbetmeyer, vic, kergunyah,2148,2, kangaroo court, , 8 30929610,5431440
,,,,,,,,,,,,,,
   chi, m,34,19820619, ms, alexandra, pei, vic, murgheboluc, ,12, jardine street, belgravia, 08 62336388,2065122
,,,,,,,,,,,,,,
   , f, ,19170228, mr, finn, furness, , riverhills,3165,5, east place, townview, 07 26322998,7921244
,,,,,,,,,,,,,,
   eng, m,31,19850722, , sara, reier, nsw, mount keira,4870,17, thornhill crescent, , 612 69750044,7156996
,,,,,,,,,,,,,,
   dan, f,37,19791011, , kaitlyn, ebel, nsw, euabalong,5013,9, jardine street, , 02 71766841,3827270
,,,,,,,,,,,,,,
   ina, f,25,19910927, , bronte, susanto, sa, wanilla,2011,20, , , 617 56203641,3168998
,,,,,,,,,,,,,,
   ser, f, ,19500429, , olivia, hovat, nsw, bergalia,2066,13, osborne place, , 612 66362031,1269649
,,,,,,,,,,,,,,
   , f,36,19800710, dr, madeleine, webb, sa, tantanoola,4503,59, fowles street, , 07 33794779,2319346
,,,,,,,,,,,,,,
   unk, m,33,19830526, ms, jye, sciacca, nsw, warialda,5032,31, fullerton crescent, springbanks, 02 06420257,4618900
,,,,,,,,,,,,,,
   usa, ,26,19900611, dr, jack, kennedy, nsw, elands,6153,68, wenholz street, byron arcade, 2 43457492,7620370
,,,,,,,,,,,,,,
   chi, m,19,19970802, , brendan, ywe, , bridgeman downs,6011,49, tinderry circuit, , 02 06937602,1191846
,,,,,,,,,,,,,,
   , f,25,19911007, hon, cameron, cure, qld, branchview,2903,426, kootara crescent, east lake, 3 87999146,5871438
,,,,,,,,,,,,,,
   eng, m,38,19780507, ms, kaleb, tennison, wa, cloverdale,4565,21, badimara street, , 618 09820573,7693334
,,,,,,,,,,,,,,
   unk, m,11,20050218, dr, joshua, sckel, vic, goulburn weir,4069,8, deeley place, kieta, 618 40901097,9425040
,,,,,,,,,,,,,,
   usa, , ,19000611, , grace, molina, vic, doncaster,4008,76, chermside street, , 08 41539120,8985454
,,,,,,,,,,,,,,
   vie, f,27,19891204, , kane, ngoc, sa, highbury,2580,8, darwinia terrace, tulloch, 617 48072483,4613110
,,,,,,,,,,,,,,
   eng, ,28,19880423, , keaton, clawson, vic, natimuk,3461,434, kershaw place, , 08 76247612,9451988
,,,,,,,,,,,,,,
   fre, f, ,19720420, , andrew, broissia, nsw, hazelwood park,4034,24, goyder street, mundine 30 km, 02 79474827,8397869
,,,,,,,,,,,,,,
   ara, f,32,19840330, , hattie, nabihah, nsw, cromer,6055,1, paul coe crescent, mountain view village, 612 40621429,5273540
,,,,,,,,,,,,,,
   ger, f,35,19810221, pfc, jonah, strauss, nsw, mongogarie,2539,11, temperley street, , 02 25967382,9433071
,,,,,,,,,,,,,,
   ger, f, ,19920426, mr, brayden, vielhaber, wa, samson,2750,2, gonzaga place, , 618 28374047,2511117
,,,,,,,,,,,,,,
   chi, ,33,19830406, , brinley, hon, nsw, monkerai,2400,42, telopea park, villa 2, 612 22066806,5298483
,,,,,,,,,,,,,,
   eng, f,26,19900814, ms, laura, pressley, nsw, huntleys point,6153, , cawthorn crescent, , 612 61230390,4282063
,,,,,,,,,,,,,,
   chi, f,29,19870525, , luka, , , beecroft,2620,207, majura avenue, kirklands, 04 29353452,5062546
,,,,,,,,,,,,,,
   eng, f,36,19800825, ms, hugh, matheson, vic, black rock,2134,12, burkitt street, wimdaliri, 08 70978110,5102524
,,,,,,,,,,,,,,
   wel, f,27,19890701, , , gibby, vic, snake valley,3550,24, hosking place, , 618 80875129,1736798
,,,,,,,,,,,,,,
   dut, , , , mr, liam, vanvlierberghe, vic, rosebud west,4122,8, dulverton street, , 618 97622921,8548745
,,,,,,,,,,,,,,
   eng, m,35,19810324, pfc, emerson, midgley, qld, friday pocket,2750,46, windradyne street, emerywood, 03 72176074,9389587
,,,,,,,,,,,,,,
   pol, m,13,20030202, ms, edward, deren, vic, boulder,5008,6, ranken place, , 618 36191036,5708797
,,,,,,,,,,,,,,
   ger, ,24,19920217, dr, kyra, hapsberg, nsw, crescent head,7315,2, reeves street, , 2 35022197,9093729
,,,,,,,,,,,,,,
   ara, m,21,19951010, , christian, tasnim, qld, bellara,2650,17, butterley place, , 03 87060179,5307110
,,,,,,,,,,,,,,
   usa, f,28,19880619, , caitlin, beach, vic, tooradin,2017,154, o'halloran circuit, , 8 64873347,7648866
,,,,,,,,,,,,,,
   usa, m,30,19860207, ms, connor, cruz, vic, kerrimuir,5063,20, gurnai place, , 618 91628521,7536673
,,,,,,,,,,,,,,
   ara, f,26,19901205, ms, jayden, nasrullah, nsw, araluen,4113,104, allchin circuit, , 2 91740046,4286750
,,,,,,,,,,,,,,
   ind, ,35,19811006, , alia, banerjee, vic, eltham,3284,2, north street, , ,8297183
,,,,,,,,,,,,,,
   unk, f,21,19950713, , jasper, aarcy, nsw, eastern heights,2077,105, burges place, , 02 14209329,7706516
,,,,,,,,,,,,,,
   tha, m,36,19801019, , alexia, , tas, kingston,2088,69, bywaters place, , 617 98243521,6319664
,,,,,,,,,,,,,,
   eng, f,29,19870116, , chloe, scrivener, nsw, cathcart,6014,39, greene place, , 612 84163539,3424045
,,,,,,,,,,,,,,
   ger, f, , , , charli, glotz, nsw, bar beach,2780,33, box hill avenue, stonefield, 2 80665003,1612147
,,,,,,,,,,,,,,
   por, f,29,19870630, , genevieve, guajira, vic, beverford,4715,244, kirkham place, memorial hospital, 8 69784769,7133500
,,,,,,,,,,,,,,
   usa, f,10,20060712, dr, emma, sykes, vic, vasey,4670,2, moruya circuit, midway service station, 08 50709903,4534722
,,,,,,,,,,,,,,
   usa, f, ,19401021, , caitlin, carter, vic, stawell,4109,10, campaspe circuit, bexley, 8 57040660,8530277
,,,,,,,,,,,,,,
   ara, f, ,19290502, , nasyah, ameera, sa, monarto south,2161,53, john russell circuit, , 07 50642482,1566298
,,,,,,,,,,,,,,
   rom, f,30,19860420, ms, lachlan, cristea, qld, newlands,6330,192, turner place, monarch, 03 95024241,6171690
,,,,,,,,,,,,,,
   unk, f,29,19870518, ms, callie, aballon, nsw, forster,2528,312, blackett crescent, , 612 62082686,7649053
,,,,,,,,,,,,,,
   eng, f,39,19770401, , lucy, mckenna, vic, apsley,4133,41, ross street, lambrook, 618 79255131,8992310
,,,,,,,,,,,,,,
   tha, f,30,19860201, , ethan, thanom, nsw, shoal bay,6019,99, chataway crescent, thurlgona, 612 68569968,7947729
,,,,,,,,,,,,,,
   unk, f, , , , courtney, strainij, vic, healesville,2567,48, allchin circuit, terranora, 08 49378836,4026636
,,,,,,,,,,,,,,
   ser, , ,19660308, ms, kyle, husnjak, nsw, wallendbeen,5540, , jacobs street, immanuel garden, 2 42566659,6065366
,,,,,,,,,,,,,,
   eng, m,28,19880828, , harley, mcdougall, vic, mount pleasant,3194,38, discovery street, , 08 03333062,8445365
,,,,,,,,,,,,,,
   eng, f,30,19861127, ms, april, alfredson, nsw, the basin,3031,157, carroll street, , 07 43822836,9235531
,,,,,,,,,,,,,,
   ger, f,35,19810101, , thomas, tuch, tas, west croydon, ,2, wyles place, tillside, 7 34781033,8280556
,,,,,,,,,,,,,,
   chi, f,23,19930312, ms, luke, ieong, wa, hamersley range,4655,1269, shumack street, bagheera, 8 71432879,9770036
,,,,,,,,,,,,,,
   usa, f,34,19820830, , campbell, ochoa, nsw, deniliquin,4306,9, dumaresq street, , 03 91355853,2293083
,,,,,,,,,,,,,,
   usa, ,27,19890114, , logan, owen, qld, hayborough,4575,8, samuels crescent, , 03 71417407,9693645
,,,,,,,,,,,,,,
   ira, f,24,19920309, dr, grace, shakeri, sa, ,6027,18, murranji street, , 7 73891267,6225017
,,,,,,,,,,,,,,
   ger, f,27,19891121, dr, emma, sattler, nsw, beckom,3453,14, macleay street, mariner views, 2 31755117,5637025
,,,,,,,,,,,,,,
   unk, f,20,19960721, sgt, rebecca, aaberg, nsw, russell vale,2430, , holroyd street, , 07 63380430,7338905
,,,,,,,,,,,,,,
   chi, m,31,19850710, ms, ruby, koh, qld, picnic bay,3056,2, gordon close, , 613 57663853,6933558
,,,,,,,,,,,,,,
   eng, f, ,19241210, , ryley, hanley, nsw, north bondi,6450, , eagle circuit, murrumbung, 612 13324872,4602016
,,,,,,,,,,,,,,
   usa, f,38,19780313, , logan, valenzuela, sa, adelaide,7017,22, devonport street, , 617 12521216,2831084
,,,,,,,,,,,,,,
   usa, f, ,19500923, , katelyn, smith, qld, ascot park,3021,1, moynihan street, jessmar, 3 35040053,6834350
,,,,,,,,,,,,,,
   unk, m,31,19851216, , tarnia, abbitt, , rostrevor,6153,5, majura avenue, , 08 22319635,4796233
,,,,,,,,,,,,,,
   ita, f, ,19990303, , joshua, laziosi, nsw, king creek,2142,273, jennings street, the lakes retirement village, 02 02307792,4725704
,,,,,,,,,,,,,,
   ina, ,24,19921115, hon, xanthe, hartono, act, swinger hill,2478,5, leane street, karkatt, 02 86376841,2035397
,,,,,,,,,,,,,,
   vie, f,21,19951009, , brooklyn, khuc, nsw, gerroa,6330,19, temperley street, bryntirion, 612 20639208,6890379
,,,,,,,,,,,,,,
   unk, , ,19820516, , andrew, streich, nsw, north balgowlah,2605,13, rowell place, gleneriffe, 2 69862512,5004809
,,,,,,,,,,,,,,
   eng, f,26,19901106, , william, dickens, , lockwood,4401,2, bugden avenue, thurlstone, 02 66571966,7634712
,,,,,,,,,,,,,,
   tha, f,19,19971010, , william, pisitna, nsw, hexham,4350,16, downard street, duck creek, 2 40379127,9843647
,,,,,,,,,,,,,,
   rus, ,35,19810713, , oliver, zhivkov, , toormina,3214,4, lanley square, badjaree, 03 04308393,4409695
,,,,,,,,,,,,,,
   unk, f, , , mr, jamie, abadi, wa, toowoomba,6107,54, allchin circuit, leith, 8 20340052,7524361
,,,,,,,,,,,,,,
   ger, f,23,19930303, ms, annabelle, lorenz, , bunbury,3620,24, carpenter close, , 07 00183770,9206204
,,,,,,,,,,,,,,
   , f,31,19850528, ms, reganne, brooker, qld, kawungan,4507,543, moonbi crescent, , 613 05119328,1564980
,,,,,,,,,,,,,,
   unk, f,26,19900101, , nicholas, scolastique, wa, mundijong,2214,3, brunswick circuit, mountain valley, 8 03209724,2507761
,,,,,,,,,,,,,,
   eng, f,28,19880407, , emiily, archer, qld, hamilton island,4502,14, epenarra close, keonbyrne, 3 70399141,4967752
,,,,,,,,,,,,,,
   eng, f,27,19890422, , liam, way, wa, langford,4226,37, howitt street, kerein hills, 8 40549796,8595929
,,,,,,,,,,,,,,
   eng, ,31,19850413, ms, thomas, sharman, vic, upwey,3805,12, totterdell street, , 08 59064894,5073580
,,,,,,,,,,,,,,
   chi, f,30,19860111, ms, montana, bi, nsw, ryde,2470,3, melia place, , 2 91863777,2739281
,,,,,,,,,,,,,,
   eng, f, ,19371025, , katelyn, irving, act, ,5268,4, sturt avenue, , 612 26744080,7419938
,,,,,,,,,,,,,,
   eng, f, ,19860531, , benjamin, hightower, nsw, turill,2198,41, banks street, , 02 27581501,3679473
,,,,,,,,,,,,,,
   ind, f,24,19921211, , madeline, rabinder, nsw, north rothbury,4680,3, antill street, warrumbungle, 02 84982543,5157668
,,,,,,,,,,,,,,
   eng, f,34,19821102, , rachel, danielson, , berkeley vale,2640,165, collick place, four posts, 04 09770123,3167627
,,,,,,,,,,,,,,
   jew, f,24,19920614, , ambrosia, meninsky, vic, the basin,4064,25, evan place, , 618 58972371,7168849
,,,,,,,,,,,,,,
   iri, f,30,19860624, hon, blake, , nsw, mentone,6149,2, dorrit black crescent, , 02 52232556,3240085
,,,,,,,,,,,,,,
   usa, m,33,19830630, , kai, craig, nsw, menai,7051,16, milford street, , 02 96644495,2425901
,,,,,,,,,,,,,,
   unk, ,25, , , maya, aakre, vic, krowera,2340,15, morton street, , 618 96438816,1351309
,,,,,,,,,,,,,,
 ira, , , , , nathan, esfandiari, nsw, clovelly,421,23, hedland circuit, tartan park, 612 21431743,7167694
,,,,,,,,,,,,,,
   fin, f,39,19770828, sgt, jayde, sÄrkilahti, , st lucia,6426,69, hobart place, , 03 01864250,3343566
,,,,,,,,,,,,,,
   eng, m,19,19970519, , sam, herbert, vic, collins street east,3168,21, tulloch place, , 8 20761955,5305413
,,,,,,,,,,,,,,
   eng, f,31, , mr, oscar, blackwood, , holden hill,6111,24, worrall street, , 03 51218470,8739756
,,,,,,,,,,,,,,
   gre, f,22,19941016, , malakai, cosmatos, nsw, wahroonga,3152,52, carrington street, , 612 64139878,6092129
,,,,,,,,,,,,,,
   usa, f,41,19750219, , chelsea, sparks, vic, carisbrook,3631,9, jennings street, , ,3687415
,,,,,,,,,,,,,,
   eng, f,26,19900205, , finn, tasker, vic, rosebrook,4812,8, barry drive, , 618 64031328,4284750
,,,,,,,,,,,,,,
   dan, f,24,19920511, dr, ayden, christiansen, qld, mount debateable,4228,13, sid barnes crescent, , 02 48970248,4355836
,,,,,,,,,,,,,,
   ser, ,29,19870303, ms, pino, trgovec, nsw, brighton,2233,7, harrington circuit, borah, 612 64514548,3826182
,,,,,,,,,,,,,,
   chi, f,36,19800327, , jackson, du, qld, karawatha,2478,7, lambrigg street, , 613 55982089,9176389
,,,,,,,,,,,,,,
   dan, f, ,19690219, , emiily, moltke, nt, elliott,4054,2, howitt street, yarrimbah, 613 04165265,4401723
,,,,,,,,,,,,,,
   eng, m,20,19960303, , kaitlyn, milligan, nsw, newcastle east,3143,10, roope close, , ,2971254
,,,,,,,,,,,,,,
   usa, f,26,19901212, ms, ambrosia, wall, vic, gowanbrae,2204,18, marrett street, the lodge, 08 26711490,8385378
,,,,,,,,,,,,,,
   eng, f,32,19840509, , sophie, royle, , brighton-le-sands,5070,57, mackie crescent, , 07 92559165,7872959
,,,,,,,,,,,,,,
   pol, f, ,19840304, , jacob, baginsky, qld, south townsville,2720,14, crago place, , 613 22959481,6158370
,,,,,,,,,,,,,,
   eng, f,35,19810214, , aidan, brams, tas, barrington,2716,121, caley crescent, , 7 02126996,5912527
,,,,,,,,,,,,,,
   usa, f,12,20041223, , , english, nsw, allynbrook,4510,46, kennedy street, lansdowne, 02 51870325,3371251
,,,,,,,,,,,,,,
   nor, f,23,19931215, mr, ethan, krogstad, nsw, greenlands,4670,32, hyndes crescent, tallangatta medical centre, 612 34224746,6168792
,,,,,,,,,,,,,,
   ger, f,11,20051109, , keira, silde, nsw, acacia gardens,2260,10, dyett circuit, , 2 31956120,1133214
,,,,,,,,,,,,,,
   usa, ,33,19830108, , edward, summers, nsw, yalwal,3912,29, proctor street, , 612 49128809,6897889
,,,,,,,,,,,,,,
   usa, f,35,19810619, , leah, gray, vic, gapsted,6055,15, whittle street, northpoint, 03 56844399,8707204
,,,,,,,,,,,,,,
   usa, f, ,19851018, , joel, sears, qld, farleigh,2263,73, ipima street, , ,5196411
,,,,,,,,,,,,,,
   ind, f,19,19970814, ms, sebastian, gopalani, wa, gelorup,2850,12, gilmore crescent, jarrah, 08 13980761,3423977
,,,,,,,,,,,,,,
   unk, f,29,19870920, mr, breeanne, aarts, vic, chelsea,4220,2, banvard place, , 618 27527370,2627300
,,,,,,,,,,,,,,
   usa, f, ,19820504, , benjamin, moran, nsw, kundabung,2132,16, freda bennett circuit, , 612 85423551,6371893
,,,,,,,,,,,,,,
   unk, ,38,19780816, ms, diamond, scollard, nsw, carramar,812,10, lowanna street, tiverton, 03 25597862,6025974
,,,,,,,,,,,,,,
   ira, f,26,19901008, , charles, harajchi, nsw, majors creek,2305,162, dooring street, , 02 42754563,8878452
,,,,,,,,,,,,,,
   usa, f, ,19590124, , brooke, bernard, qld, baralaba,6041,20, morant circuit, bolinda vale, 03 80609884,7892448
,,,,,,,,,,,,,,
   usa, ,31,19851117, , , elliott, tas, alcomie,2650,29, bonshaw road, , 04 68746618,6589677
,,,,,,,,,,,,,,
   chi, ,41,19750430, , amy, buo, nsw, port macquarie,2213,15, ebenezer street, legacy units, 612 78082008,8080067
,,,,,,,,,,,,,,
   rom, f,28,19881002, dr, jake, prunea, vic, cororooke,4558,28, clarkson street, , 08 45691967,1891761
,,,,,,,,,,,,,,
   eng, ,33,19830227, ms, danjel, quick, tas, runnymede,2170,7, clare dennis avenue, mt providence hostel, 7 56500871,8427773
,,,,,,,,,,,,,,
   fin, ,29,19870615, , jacinta, kuetari, wa, shackleton,3178,7, deeley place, bethune, 8 17999735,4079895
,,,,,,,,,,,,,,
   ina, f, ,19190301, dr, natalia, sutanto, nsw, arrawarra headland,3030,34, bywaters place, , 2 24653037,3717584
,,,,,,,,,,,,,,
   ara, m,29,19871024, , liam, sara, vic, cabarita,2026,69, creswell street, , 8 42872488,4950164
,,,,,,,,,,,,,,
   chi, f, ,19840421, ms, christian, oyong, sa, athol park,2196,91, badimara street, , 7 70307702,6611032
,,,,,,,,,,,,,,
   eng, f, ,19900911, , jack, mckenny, qld, hawkwood,3163,26, lambell close, trevellyn, ,6501824
,,,,,,,,,,,,,,
   ser, ,36,19800828, mr, jacob, rendulic, nsw, maloneys beach,810,120, de vis place, the gums, 612 87781913,5826953
,,,,,,,,,,,,,,
   chi, f, ,19460710, dr, ebonie, oyang, nsw, conjola park,5068,1, allman circuit, , 2 54765312,1499125
,,,,,,,,,,,,,,
   spa, ,12,20040919, , lukas, camarillo, , rowville,3150,33, maranboy street, burong, ,2691167
,,,,,,,,,,,,,,
   eng, ,35,19810114, , alexander, mclain, nsw, seal rocks,5076,57, madigan street, , 2 88640766,6812092
,,,,,,,,,,,,,,
   eng, f,26,19900709, , alexander, hackett, nsw, albert,2161,130, lake place, river quays, 612 66216404,4059842
,,,,,,,,,,,,,,
   chi, m, ,19960716, ms, benjamin, ao, vic, elwood,2444,156, bimberi crescent, champsaur, 8 07998331,5305691
,,,,,,,,,,,,,,
   fin, f,21,19950925, , ellen, rinnankoski, nsw, burragate, ,10, woolnough street, benvue, 612 06303377,5534603
,,,,,,,,,,,,,,
   eng, f, ,19031229, ms, kayden, anson, vic, bolinda,3197,308, chave street, , 8 17763851,5333445
,,,,,,,,,,,,,,
   usa, f, ,19330508, , deakin, romero, wa, leonora,2171,30, douglas place, hillbyrne, ,7827616
,,,,,,,,,,,,,,
   usa, f,26,19900316, , charlotte, gutierrez, vic, tidal river,3133,11, jemalong street, , 618 69220870,6460064
,,,,,,,,,,,,,,
   abo, f,36,19800801, , bayden, worosun, nsw, chain valley bay,3194,98, tidbinbilla road, , 02 28797473,5737876
,,,,,,,,,,,,,,
   chi, ,29,19870905, ms, caresse, juger, qld, finnie,4740,75, jenner court, glendaurel, ,2707015
,,,,,,,,,,,,,,
   afg, , ,19611005, mr, sarah, gorbaz, qld, booral,6023,54, florey drive, , 03 95392023,8026597
,,,,,,,,,,,,,,
   eng, , ,19740605, ms, jessica, sands, nsw, bimbimbie,2289,2, pridham street, , 02 98046861,9820124
,,,,,,,,,,,,,,
   fre, ,33,19830331, pfc, brooke, rastignac, vic, mernda,3182,13, blamey crescent, , 07 06978164,5329359
,,,,,,,,,,,,,,
   usa, f,36, , ms, aiden, kent, vic, serpentine,2076,17, kambalda crescent, karlea, ,7617515
,,,,,,,,,,,,,,
   hun, f,25,19910811, , david, kovÁcs, nsw, colly blue,3102,9, ovens street, sunset, 02 57726717,3079802
,,,,,,,,,,,,,,
   gre, f,25,19910122, , ethan, tzannetakis, nsw, perthville,3977,79, halfrey circuit, unt 1, 02 91881402,2219849
,,,,,,,,,,,,,,
   usa, ,30,19861023, , emiily, sweeney, qld, philpott,2250,16, dirrawan garden, , 03 37306663,7155737
,,,,,,,,,,,,,,
   eng, ,31, , , riley, ikin, nsw, st ives,3083,30, weddin circuit, kings apmts, 02 24175672,9763043
,,,,,,,,,,,,,,
   rom, m,26,19900522, mr, caleb, constantin, vic, yea,5096,7, kidston crescent, , 08 22526851,2227134
,,,,,,,,,,,,,,
   chi, , ,19741012, dr, steven, shou, wa, condell park,6022,4, louisa lawson crescent, , 8 50198681,9389031
,,,,,,,,,,,,,,
   rom, m,36,19800324, ms, mikaela, sima, nsw, gulpa,2880,91, dooland court, , 02 47513663,4440416
,,,,,,,,,,,,,,
   chi, ,23,19931126, , cooper, cheuk, vic, glenorchy,3016,48, wendy ey place, , 8 09535559,3207927
,,,,,,,,,,,,,,
   tha, f,29,19870324, mr, riley, chirathivat, qld, mulgrave east,2480,9, higinbotham street, quiet waters, 613 03317521,9092577
,,,,,,,,,,,,,,
   swe, f, ,19951118, dr, kelsye, faltskog, , burwood,3957,20, froggatt street, , 04 67932750,4290132
,,,,,,,,,,,,,,
   sri, f,31,19851207, dr, chloe, bandaranaike, nsw, londonderry,2074,1, postle circuit, shallow crossing, 03 91923286,7941744
,,,,,,,,,,,,,,
   eng, m,32,19840509, , lochlan, henryson, vic, woori yallock,3132,152, jansz crescent, , 08 52389506,1713278
,,,,,,,,,,,,,,
   eng, f, ,19560810, mr, leon, paulson, , canobolas,4066,16, whalan place, , 08 65785514,8340447
,,,,,,,,,,,,,,
   unk, f,36,19801012, , chloe, strahn, qld, geham,3779,36, gouger street, , 613 16844979,9072558
,,,,,,,,,,,,,,
   usa, f,10,20060115, , naomi, burt, nsw, east hills,4171,17, mcburney crescent, , 612 35346630,2295825
,,,,,,,,,,,,,,
   eng, f,23,19930910, , benjamin, attwater, nsw, budderoo,3806,12, southern cross drive, killarney, 612 36981394,3275650
,,,,,,,,,,,,,,
   usa, f,29,19870523, , natasha, weber, tas, hillcrest,3121,28, james smith circuit, tintenbach, 7 63764115,9867005
,,,,,,,,,,,,,,
   chi, ,37,19791023, , dylan, chun, nsw, erskine park,6028,61, yarra street, , 2 10756235,7561388
,,,,,,,,,,,,,,
   , f,38,19780816, , lachlan, gilfedder, vic, burrowye,2580, , bernacchi street, rowethorpe d1, 618 04745912,8396809
