 culture, sex, age, date_of_birth, title, given_name, surname, state, suburb, postcode, street_number, address_1, address_2, phone_number, soc_sec_id
   usa, f,25,19910910, pfc, benjamin, caldwell, sa, olary,7301,9, blackman crescent, , 617 84732841,8354222
,,,,,,,,,,,,,,
   por, f,23,19931005, , alicia, azevedo, qld, pony hills,2066,30, angophora street, , 03 73985832,1471931
,,,,,,,,,,,,,,
   ser, f,33,19830307, ms, jassim, svajger, vic, world trade centre,4869,5, , , 08 06970931,2033560
,,,,,,,,,,,,,,
   ser, f,29,19870911, mr, olivia, hovat, nsw, pagewood,4054,64, sidaway street, , ,1711812
,,,,,,,,,,,,,,
   ind, f,28,19880304, , isabella, kirmani, wa, myara,2850,14, red hill shopping centre, tullatrundle, 618 06658737,8367624
,,,,,,,,,,,,,,
   eng, m,21,19951220, dr, james, kay, nsw, bargo,4350,352, , , 07 30808904,3649103
,,,,,,,,,,,,,,
   fre, f,31,19850606, , troy, demongeot, qld, thornville,4700,63, gamor street, ponderosa, 3 71918197,7322327
,,,,,,,,,,,,,,
   chi, f,10,20060225, mr, kynan, muk, qld, weerriba,2170,57, arunta street, , 03 49676127,1211319
,,,,,,,,,,,,,,
   usa, m,22,19940424, , alana, weiss, qld, miva,4178,115, jalanga crescent, masonic memorial village, 613 42241827,3892336
,,,,,,,,,,,,,,
   , m,25, , , roy, koolen, vic, north warrandyte,3165,48, hargrave street, , 618 43929034,5813813
,,,,,,,,,,,,,,
   ger, ,27, , , joshua, hirtreiter, sa, keith,6210,88, , , 617 03850791,2610940
,,,,,,,,,,,,,,
   usa, ,39,19770905, ms, chelsea, gould, vic, tambo crossing,4108,192, daintree crescent, , 618 64921850,7641816
,,,,,,,,,,,,,,
   usa, ,33,19830505, mr, lucas, phelps, qld, garnant,3937,8, , , ,6855443
,,,,,,,,,,,,,,
   unk, ,7,20090716, , sachin, scofield, vic, saint helena,4178,20, jerrabomberra avenue, inverglen, 618 91542634,6657734
,,,,,,,,,,,,,,
   usa, ,8,20080711, ms, benjamin, hurley, nsw, catherine field,5098,3, , , 02 98565656,2255728
,,,,,,,,,,,,,,
   vie, f,32,19841202, dr, darcy, cao, sa, alford,2148,10, mckail crescent, , 7 14145007,9472841
,,,,,,,,,,,,,,
   , f,33,19830827, , liam, asher, qld, causeway lake,4054,10, conley drive, , 3 64474632,6056354
,,,,,,,,,,,,,,
   eng, m,28,19880909, , nathan, sergeant, , conder,3046,9, dennys place, the falls, 08 79460214,8683008
,,,,,,,,,,,,,,
   ina, f,38, , , ella, salim, vic, woolgoolga,2536,19, flierl place, locn 8200, 618 97817416,6524440
,,,,,,,,,,,,,,
   ind, f, ,19420819, , kirra, chaudhry, nsw, cabarita beach,3162,16, , degafelga, 612 34501855,4945394
,,,,,,,,,,,,,,
   eng, , , , , charlotte, summerfield, nsw, sawtell,5159,51, , , 02 98098224,2157707
,,,,,,,,,,,,,,
   usa, f,23,19930825, , michael, , sa, elermore vale,4567,26, booth crescent, australia fair medical west centre, 07 20788248,7405690
,,,,,,,,,,,,,,
   unk, f,33,19831017, , hannah, scime, vic, lysterfield,5253,1, francis street, bowser, 8 12188617,4184246
,,,,,,,,,,,,,,
   swe, f,9,20070925, , hannah, berggren, wa, elleker,2035,34, osborne place, , 8 63647947,7047068
,,,,,,,,,,,,,,
   usa, f,23,19930216, , joshua, snow, qld, hail creek,3816,98, wilkins street, , 613 82530383,7500164
,,,,,,,,,,,,,,
   unk, f,22,19941022, , joel, scogin, vic, breamlea,4870,28, haydon drive, anona farm, 08 21290277,1955071
,,,,,,,,,,,,,,
   unk, f, ,19140313, , luke, aarts, nsw, salt ash,5608,3, mckinlay street, woy woy community care, 2 43985213,1109133
,,,,,,,,,,,,,,
   dut, f,27,19890308, mr, jackson, debruyn, vic, springbank,2614,4, goodsir place, , 618 97426126,7705175
,,,,,,,,,,,,,,
   , f,36,19801114, , isabella, hislop, nsw, box hill south,2506,78, flora place, , 02 87003640,4325756
,,,,,,,,,,,,,,
   cze, f,34,19820307, , keaton, formanova, nsw, dripstone,4557,8, carter crescent, , 2 67034453,7380270
,,,,,,,,,,,,,,
   pak, , ,19821206, ms, mia, akhon, nsw, burwood,3156,568, fidge street, , 02 44919276,1638101
,,,,,,,,,,,,,,
   chi, f,23,19931110, , abbey, yeung, qld, kurrowah,2145,31, kootingal street, , 613 82044789,3172369
,,,,,,,,,,,,,,
   unk, ,32, , ms, william, aarnoudse, vic, broken hill,3214,14, costello circuit, killarney, 618 96128788,8528759
,,,,,,,,,,,,,,
   unk, ,34,19820510, , liam, aaberg, vic, buchan,3608,698, pearson street, , 08 14844649,4655225
,,,,,,,,,,,,,,
   eng, f, ,19350804, , adam, boivin, qld, candelo,2540,6, millen street, boonawah, 03 60422252,9330871
,,,,,,,,,,,,,,
   usa, m,23,19931018, ms, marianne, hodge, qld, jerona,3638,38, hensman street, , 03 38479286,1303753
,,,,,,,,,,,,,,
   eng, f,29,19871112, , cameron, haggard, nsw, acacia gardens,2256,142, edmondson street, , 612 04345873,3208914
,,,,,,,,,,,,,,
   eng, f,34,19820618, , julia, bernardson, nsw, brooms head,2133,89, zwar place, , 612 32975567,7411483
,,,,,,,,,,,,,,
   unk, f,31,19850908, , thomas, scorsone, qld, hideaway bay, ,10, clarnette place, , 03 45970242,5711927
,,,,,,,,,,,,,,
   ser, f,24,19920809, , jack, mladvic, nsw, rocky glen,2097,132, pokana circuit, , 612 95411076,8452569
,,,,,,,,,,,,,,
   eng, ,24,19920506, , harry, tennison, nsw, rydal,3073,11, disney court, , 2 44271316,5140841
,,,,,,,,,,,,,,
   rus, f, ,19121217, , maddison, doronenko, nsw, pendle hill,2203,6, shackell place, , 2 79177463,7513928
,,,,,,,,,,,,,,
   eng, f,29,19870127, mr, paris, tash, nsw, cardiff south,2032,28, hayley street, , 2 50968489,6049211
,,,,,,,,,,,,,,
   eng, m,27,19890929, mr, liam, bulle, qld, hollywell,3616, , galloway street, buckalow station, 03 30199582,9498700
,,,,,,,,,,,,,,
   chi, ,29,19870701, , dillon, chee, vic, broadwater,2560,9, macdowell street, lazy acres, 08 15454088,8489159
,,,,,,,,,,,,,,
   ind, f, , , , aidan, priti, vic, staghorn flat,3137,127, pindari crescent, , 8 76700912,9481820
,,,,,,,,,,,,,,
   eng, m,29,19870314, , chloe, lukeson, nsw, camperdown,2072,14, beddome place, , 02 22332967,4086500
,,,,,,,,,,,,,,
   eng, m,25,19910112, , hayden, hardwick, qld, buckingham,2221,17, proctor street, braeburn, 613 98967031,1360295
,,,,,,,,,,,,,,
   eng, f,24,19921103, ms, riley, kyles, vic, ,2040,11, mcvey place, , 618 49606367,3536733
,,,,,,,,,,,,,,
   ina, ,33,19830312, dr, emiily, pudjijono, qld, richmond hill,2567,28, , milly milly, 613 02606739,7254375
,,,,,,,,,,,,,,
   eng, f,37,19790801, dr, sophie, elmerson, vic, huon,3152,251, davenport street, , 08 06287272,2651101
,,,,,,,,,,,,,,
 unk, m,31,19850902, , chelsie, abbitt, , pentland,4217,8, prike place, millwood, 04 15534254,3689243
,,,,,,,,,,,,,,
   usa, , ,19890207, , georgia, marsh, , hammondville,2622,10, , , ,2175909
,,,,,,,,,,,,,,
   ira, f,24,19920702, , trey, fatemeh, , kingston,6107,68, tingha place, , 03 32784511,4588996
,,,,,,,,,,,,,,
   eng, m,34,19820217, , jared, trevis, qld, aldoga,3658,68, wedgewood close, st johnof god hospital, 613 43745056,5431060
,,,,,,,,,,,,,,
   ger, ,19,19970119, mr, bridget, stankalla, vic, miram,5019,83, eve place, , 08 79269117,9503036
,,,,,,,,,,,,,,
   fre, f,19, , ms, olivia, hanequart, vic, willung,2211,4, franc place, , 8 39688572,2382590
,,,,,,,,,,,,,,
   ger, ,22, , ms, saara, , vic, tamleugh west,3083,26, goldner circuit, bethel hostel, 618 23701174,9314317
,,,,,,,,,,,,,,
   eng, f,9,20070514, , anita, abel, vic, elaine,4215,4, wilshire street, talara, 08 16021767,7691175
,,,,,,,,,,,,,,
   dan, f,23,19930916, , holly, auken, nsw, yarramalong,2195,1014, arkana street, , 04 88619832,9953699
,,,,,,,,,,,,,,
   eng, f,26, , dr, thomas, samuel, vic, wombelano,2164,48, vasey crescent, westerham, 618 50824745,3999433
,,,,,,,,,,,,,,
   unk, , ,19380622, , troy, aarcy, nsw, henty,2533,3, mclachlan crescent, amelia, 07 79083378,9331833
,,,,,,,,,,,,,,
   eng, m,27,19891217, , ethan, ibbott, vic, nhill,3170,1, whitelegge close, , ,6968071
,,,,,,,,,,,,,,
   nor, f,32,19841002, , ella, fretheim, nsw, berowra heights,4122,9, rogers street, pyndari, 612 72963909,7465034
,,,,,,,,,,,,,,
   eng, ,29,19871124, ms, joel, roydon, vic, lower longley,6051,43, wanganeen avenue, , 618 98444658,3429017
,,,,,,,,,,,,,,
   unk, m,30,19860213, , billy, aakre, , wallsend,2614,41, cromwell circuit, , 08 95273880,6766877
,,,,,,,,,,,,,,
   fin, m,34, , , nathan, piironen, nsw, applecross,3044,280, ellenborough street, , 02 22020243,9706493
,,,,,,,,,,,,,,
   rom, f,25,19911020, , thomas, mironescu, nsw, mount david,2566,16, onkaparinga crescent, , 2 18410171,6207204
,,,,,,,,,,,,,,
   eng, f,23,19930215, ms, bethany, dukeson, tas, garden island creek,3294,31, mckenzie street, , 07 86703966,3903520
,,,,,,,,,,,,,,
   eng, f,35,19810713, , charlotte, hooker, nsw, east maitland,2444,36, bugden avenue, greenbank, 2 03435377,1499722
,,,,,,,,,,,,,,
   unk, f, ,19600306, , alicia, streich, vic, kaniva,2830,76, sadlier street, , 618 19643892,2985613
,,,,,,,,,,,,,,
   ara, f, ,19421126, , joshua, aalimah, qld, moondooner,3136,260, forbes street, lexington, 3 51558961,7678272
,,,,,,,,,,,,,,
   unk, f, ,19930306, , henry, scottjackson, nt, haasts bluff,2106,175, kellick place, , 3 68453439,5583390
,,,,,,,,,,,,,,
   chi, f,28,19880325, , samantha, rong, vic, kialla,6401,25, , , 618 31122560,4803952
,,,,,,,,,,,,,,
   eng, f,24,19920512, , robbie, adamson, vic, allendale,7015,3, croton street, whyworry, 08 04407731,9451023
,,,,,,,,,,,,,,
   eng, , ,19700128, ms, ruby, brigham, vic, hampton,6023,58, fitchett street, ohio station, 08 29451861,2529255
,,,,,,,,,,,,,,
   eng, m,19, , , georgia, scrivener, vic, highett,3976,36, fryans place, timaru heights, 8 51926653,8932848
,,,,,,,,,,,,,,
   chi, f,32,19840313, dr, brianna, hark, vic, fernihurst,5118,7, morgan crescent, , 08 83937794,6976317
,,,,,,,,,,,,,,
   ser, , ,19250730, dr, joel, sertic, nsw, werribee south,3377,107, , , 02 26961352,3872326
,,,,,,,,,,,,,,
   eng, f,34,19820413, , benedict, southers, sa, seaford,4102,4, maddock place, , 617 52960717,6156486
,,,,,,,,,,,,,,
   afr, m,30, , ms, clain, ntoutoume, vic, guthridge,3193,8, steffanoni circuit, mornington, 08 82424767,8889748
,,,,,,,,,,,,,,
   usa, f,26,19900623, ms, lucy, york, nsw, edderton,3183,4, bastow circuit, australia fair medical west centre, 08 72382811,3400463
,,,,,,,,,,,,,,
   ind, f,31, , mr, declen, latha, nsw, uralla,5086,2, woodgate street, , 612 37275706,3048439
,,,,,,,,,,,,,,
   ind, ,32,19840221, , tarnee, devjani, tas, mangalore,5158,71, zincke close, , 617 69456909,4792314
,,,,,,,,,,,,,,
   chi, f,7,20090902, , jacob, lai, wa, mokine,2540,35, haystack crescent, , 8 93676951,7370157
,,,,,,,,,,,,,,
   unk, f,26, , mr, cameron, streich, sa, blair athol,2444,30, buckley circuit, , ,3970074
,,,,,,,,,,,,,,
   tur, f,32,19840803, , oliver, polatkan, wa, meelon,4207,39, crommelin place, , 02 36429298,4747882
,,,,,,,,,,,,,,
   usa, f, ,19800124, , mitchell, duke, qld, alloway,5606,28, bonython street, , 03 50793560,9156938
,,,,,,,,,,,,,,
   ara, f, ,19271115, , ava, athilah, vic, wood wood,2087,61, blamey crescent, rushall park, 8 62416938,8179437
,,,,,,,,,,,,,,
   eng, f,36,19801226, , grace, morriss, nsw, gundaroo,7307,58, , rsd frareen, 02 47719689,2665790
,,,,,,,,,,,,,,
   unk, f,8,20080619, , takara, abbitt, qld, campbell creek,5065,7, graham street, gillin park, 613 34768887,1565833
,,,,,,,,,,,,,,
   eng, f,33,19830824, mr, taylah, winter, qld, targinie,4216,6, tinderry circuit, , 03 73968446,8624959
,,,,,,,,,,,,,,
   chi, f, ,19420704, , rory, juan, vic, toolern vale,6076,4, onkaparinga crescent, aceland poll hereford stud, 618 78752240,4212129
,,,,,,,,,,,,,,
   ger, f,24,19920204, , zach, grundherr, vic, staghorn flat,4114,1010, miller street, , 8 49248859,9509566
,,,,,,,,,,,,,,
   chi, f,22,19940102, , oliver, tsai, nsw, chatsworth,2527,14, doyle terrace, new airly, 612 31450871,8899372
,,,,,,,,,,,,,,
   eng, f, , , hon, aurora, adamson, sa, direk,2218,114, perry drive, , 7 43984794,2364616
,,,,,,,,,,,,,,
 eng, m,28,19880909, , nathan, sergeant, , conder,3046,9, dennys place, , 08 79460214,8683008
,,,,,,,,,,,,,,
   pak, f,27,19890930, pfc, nicholas, chunhar, qld, clayfield,2761,14, birdwood street, north nowra shopping centre, 3 21447619,2271123
,,,,,,,,,,,,,,
   sri, m,9,20071015, dr, jack, kalpage, qld, cooma,2166,33, neeld place, , 3 24296313,2576240
,,,,,,,,,,,,,,
   usa, m, , , , molly, santana, vic, benambra,2290,5, knox street, , 08 05849128,2752690
,,,,,,,,,,,,,,
   vie, m, ,19230426, , ella, kieu, vic, heathcote junction,2260,4, bisdee street, trail view, 618 27562152,5819193
,,,,,,,,,,,,,,
   eng, ,27,19890327, dr, ethan, elliston, nsw, geelong east,6714,21, archer street, brentwood vlge, 2 40482301,7884908
,,,,,,,,,,,,,,
   chi, f,32,19840217, ms, liam, to, vic, barongarook,2069,13, altson circuit, ocean crt (cnr beach s street, 618 75198602,1507115
,,,,,,,,,,,,,,
   eng, f,19,19970805, dr, benjamin, danell, , coolbellup,6030,129, mckinnon street, , 07 74097655,9374230
,,,,,,,,,,,,,,
   eng, f,32, , , benjamin, haward, nsw, congewai,2830,11, casuarina street, , ,1602661
,,,,,,,,,,,,,,
   eng, f,25,19910524, , irene, croft, nsw, allworth,3805,111, cassia place, , 612 14530990,2923880
,,,,,,,,,,,,,,
   , f,25,19911221, mr, aidan, milburn, nsw, beaconsfield,3226,15, namatjira drive, , 02 49748935,4125711
,,,,,,,,,,,,,,
   usa, f,30,19860913, , michael, franks, nsw, greenlands,6009,19, wynn street, , 612 69792602,4442024
,,,,,,,,,,,,,,
   usa, m,28,19880726, ms, jamie, herman, nsw, taren point,2705,14, brigden crescent, , 02 51332279,8602394
,,,,,,,,,,,,,,
   eng, f,25,19910106, , cain, neville, sa, dernancourt,4520,37, hervey place, , 7 51533952,5174593
,,,,,,,,,,,,,,
   ser, m,34,19821109, mr, jack, selimovic, wa, ashfield,3181,737, spowers circuit, kurrajong, 08 98556575,1229783
,,,,,,,,,,,,,,
   gre, f,33,19830913, , ty, angelatou, vic, hampton park,2101,358, green street, , 8 36975430,5049123
,,,,,,,,,,,,,,
   unk, f,32,19840827, , courtney, sclafani, vic, hedley,4376,12, wambaya crescent, la rhune, ,1565948
,,,,,,,,,,,,,,
   chi, f,19,19970917, mr, isabelle, kei, nsw, michelago,2130,8, elimatta street, , 2 08789989,5606243
,,,,,,,,,,,,,,
   eng, f,26,19900408, , noah, southers, nsw, willow tree,6061,24, condamine street, , 612 56015270,4954357
,,,,,,,,,,,,,,
   swe, f,29, , , deakin, , vic, newlands arm,2101,4, william webb drive, glen eden, 08 84532759,4231485
,,,,,,,,,,,,,,
   ger, m,24,19920806, pfc, jayden, weizmann, vic, yarrambat,3862,50, chave street, gregory heights, 8 56826034,7738829
,,,,,,,,,,,,,,
   abo, f,27,19891226, , marcus, worosun, sa, middleton,4870,501, couchman crescent, riana, 617 34396656,4788595
,,,,,,,,,,,,,,
   usa, ,40,19760319, ms, kalli, rose, wa, zanthus,6000,56, officer crescent, , 07 74621448,7678864
,,,,,,,,,,,,,,
   eng, , ,19530405, , lauren, winchester, vic, caulfield south,6164,86, barraclough crescent, medical centre, 8 97692709,7135086
,,,,,,,,,,,,,,
   jew, f,24,19920812, , ellouise, deronda, qld, benholme,2148,11, henty street, , 03 37159832,8430925
,,,,,,,,,,,,,,
   rus, m,13,20031106, , alexander, ligachev, qld, julatten,2611,9, bromell circuit, , 03 61126629,7204061
,,,,,,,,,,,,,,
   dan, , ,19590814, pfc, jessica, rink, qld, gaven,5097,20, brunswick circuit, , 03 76121454,9257049
,,,,,,,,,,,,,,
   fin, f,28,19880622, , jaime, koutaniemi, vic, toora,2582,31, westbury circuit, post office road, 03 34519495,8167260
,,,,,,,,,,,,,,
   eng, m, ,19260813, dr, lani, rennoll, nsw, coutts crossing,2208,30, de little circuit, nalaura, 02 04511884,7823649
,,,,,,,,,,,,,,
   unk, f,13,20031217, , oliver, schwanke, vic, bandiana milpo,4487,8, mccormack street, , 08 54819795,5887772
,,,,,,,,,,,,,,
   eng, m,27,19891212, ms, lucas, addison, vic, bullarook,5070,39, peacock place, , 618 49380729,4209177
,,,,,,,,,,,,,,
   eng, f, ,19960414, hon, luke, christinson, , kingston,4380,11, arndell street, wattle brae, 07 05453358,2716708
,,,,,,,,,,,,,,
   eng, f,30,19860122, ms, harry, verity, nsw, doyalson,4655,99, kadina crescent, , 2 47169456,8780536
,,,,,,,,,,,,,,
   afg, f,27,19890524, , kristen, rahimi, , palmerston,3109,6, gluyas street, , 08 48939056,2954411
,,,,,,,,,,,,,,
   chi, f,31,19851123, , brinley, mak, vic, cromer,3029,19, love street, craigow, 618 73434701,4747563
,,,,,,,,,,,,,,
   eng, f, ,19750402, , kyle, haroldson, vic, bayles,4069,5, temperley street, , 618 51074498,4990717
,,,,,,,,,,,,,,
   eng, f,31,19851015, ms, stelio, bonney, vic, the patch,4630,953, blamey crescent, , 08 12103448,5373660
,,,,,,,,,,,,,,
   eng, f,36,19801101, , brianna, jeffries, , killara,3840,18, daintree crescent, , 08 09016183,9233928
,,,,,,,,,,,,,,
   eng, m,27,19890518, pfc, james, matthewson, qld, birmingham gardens,6164,22, morduant place, , 03 90269952,8691460
,,,,,,,,,,,,,,
   unk, m,30, , ms, zara, aani, , edithvale,2233,18, , , ,3396277
,,,,,,,,,,,,,,
   ser, f,34,19820528, , alysha, vasic, nsw, walbundrie,2195,53, mccubbin street, allawah flats, ,3608306
,,,,,,,,,,,,,,
   por, m,22,19941011, , robert, soveral, sa, jerusalem,7030,3, strickland crescent, taraglen, 07 16480642,4401236
,,,,,,,,,,,,,,
   usa, f,9,20070406, ms, patrick, carroll, nsw, howlong,4575,64, phillips place, , 03 89891059,9196638
,,,,,,,,,,,,,,
   afg, f,28,19880512, , isabelle, turi, vic, warrak,4216,186, holyman street, cottage rn east, 618 85013945,1394738
,,,,,,,,,,,,,,
   ser, f,24,19920828, , brooke, ramic, nsw, collie,5540,10, powlett street, , 02 19295138,8027314
,,,,,,,,,,,,,,
   ind, ,24,19921211, , thomas, kishnani, qld, limestone ridges,2031,10, glencross street, ruglen, 07 00754620,1147531
,,,,,,,,,,,,,,
   eng, f, ,19391030, , shenae, mackenzie, qld, marlborough,4122,163, groom street, cytorna, 07 14529561,8515861
,,,,,,,,,,,,,,
   pak, f,25,19910530, dr, angelica, ushtarani, sa, risdon park south,3016,7, byron court, , 7 21436195,2480477
,,,,,,,,,,,,,,
   eng, f,29,19870128, , jacob, benjaminson, vic, mount hotham,4216,4, pennefather street, , 08 62044120,3684469
,,,,,,,,,,,,,,
   eng, f,23,19930418, , hannah, carlyle, vic, mansfield,3043,27, mcculloch street, henry kendall bayside, 8 06080995,3672718
,,,,,,,,,,,,,,
   tur, m,25, , ms, liam, boratav, nsw, beelbangera,4551,17, bimberi crescent, , 2 55426600,9643730
,,,,,,,,,,,,,,
   unk, f,19,19971009, mr, bailey, strampher, vic, highett,3840,5, farncomb place, , 8 59594175,7015031
,,,,,,,,,,,,,,
   chi, f,31,19850202, , ebony, ying, nsw, tuggerawong,3011,57, ulverstone street, , 02 08176784,2562206
,,,,,,,,,,,,,,
   eng, ,20, , , madeleine, quincey, vic, yarrunga,2795,2, hemmant street, willow lodge, 618 20387719,4237988
,,,,,,,,,,,,,,
   usa, f,28,19880703, , george, brown, vic, woodbine,2754,6, butler place, , 08 67792979,5006890
,,,,,,,,,,,,,,
   usa, ,35,19810217, , kaitlin, lo, vic, merlynston,2037,9, power street, , 8 37541326,2123018
,,,,,,,,,,,,,,
   unk, ,26,19901017, , jasper, scofield, , magill,2782,3, lovekin place, hilltop hostel rowethorpe, 08 94162144,9573311
,,,,,,,,,,,,,,
   eng, f,35,19810329, dr, charlie, walterson, nsw, toolijooa,7250,41, hyndes crescent, , 2 52119099,7946400
,,,,,,,,,,,,,,
   vie, m, ,19560126, ms, max, ngoc, vic, mount rowan,3039,46, abercorn crescent, , 618 49266386,5016078
,,,,,,,,,,,,,,
   chi, m,36,19801206, ms, jessica, tswei, qld, mount crosby,5065,97, ironside street, , 3 31975898,8261105
,,,,,,,,,,,,,,
   eng, ,35,19810630, mr, , herbertson, qld, miles,4000,29, bokhara circuit, , 613 28840199,7301308
,,,,,,,,,,,,,,
   unk, f,31,19851013, , alana, scinto, nsw, wyong,4878,142, latrobe close, argyle, 08 62728024,6100423
,,,,,,,,,,,,,,
   , f,26,19901016, ms, neve, berry, vic, camberwell east,4122,2, trenwith close, , 08 29816166,3977193
,,,,,,,,,,,,,,
   ind, , ,19770607, , emma, sorabhjee, nsw, knoxfield,2551,1, tennant street, , 612 83172886,5874389
,,,,,,,,,,,,,,
   usa, ,23,19930426, mr, kyle, garrison, nsw, ghinni ghinni,4220,58, jansz crescent, , 07 98704039,2286781
,,,,,,,,,,,,,,
   swe, f,30,19860318, , troy, moe, vic, whittlesea,2147,16, conigrave place, , 8 17702158,9540634
,,,,,,,,,,,,,,
   ind, f,34,19820428, , jade, raviprakash, nsw, tacoma,2230,330, halford crescent, , 612 56311428,1710723
,,,,,,,,,,,,,,
   usa, f,32,19841226, , joanna, cooke, qld, toondahra,5173,11, ashburner street, aptmt 206, 613 43446606,4193894
,,,,,,,,,,,,,,
   ger, m,26,19900329, ms, joshua, ebner, , nollamara,3113,392, suttor street, , 04 84029575,9094751
,,,,,,,,,,,,,,
   eng, m,33,19831107, , blade, sanderson, , lakemba,4570,14, hodgson crescent, , 03 23202377,6560947
,,,,,,,,,,,,,,
   usa, f,30,19860927, , joshua, salas, nsw, numeralla,3068,14, upton street, yarren, 2 61703994,5293946
,,,,,,,,,,,,,,
   ira, ,30,19860808, , toby, hosseini, nsw, coolatai,3021,14, lewis luxton avenue, maritime cottage, 2 37821365,2877804
,,,,,,,,,,,,,,
 usa, m,31,19850122, ms, carly, bush, nsw, gaven,2323,10, buahn street, francis street medical centre, 02 58705506,5440345
,,,,,,,,,,,,,,
   chi, f,24,19920401, , luke, jao, nsw, rosebery,3888,31, corlette crescent, , 612 39411904,5955874
,,,,,,,,,,,,,,
   eng, f, ,19410630, , jack, ericson, nsw, shooters hill,3551,84, devonport street, , 02 76017877,8679249
,,,,,,,,,,,,,,
   usa, m,31,19851128, , isabella, bridges, wa, quairading,850,18, grant crescent, , 08 19450271,2309955
,,,,,,,,,,,,,,
   unk, , ,19220201, mr, taylah, scjum, , clayfield,4152,7, bingley crescent, , 03 99751666,8806492
,,,,,,,,,,,,,,
   ser, f,28,19880324, hon, emiily, mozi, , ngunnawal,2643,95, pickles street, , 02 74484332,2675062
,,,,,,,,,,,,,,
   ser, f,29,19870811, , kelsye, siladjdzic, sa, ridgehaven,4034,1, davenport street, weemilah, 617 29175586,4568744
,,,,,,,,,,,,,,
 usa, f, ,19960901, , blake, burris, nsw, prestons,2560,72, , , 02 32758739,3787136
,,,,,,,,,,,,,,
   ser, f,27,19890506, , taylah, maluta, nsw, wimbledon,2010,30, , , 612 99189901,6644684
,,,,,,,,,,,,,,
   eng, f,31,19850806, , jessica, jepson, nsw, peakhurst,4215,33, waranga place, , 612 32504177,3240466
,,,,,,,,,,,,,,
   vie, f,34,19820912, , lachlan, ut, nsw, beecroft,6208,12, learmonth drive, , 2 49847571,3621191
,,,,,,,,,,,,,,
   unk, f,25,19910217, , keely, aakre, nsw, weethalle,3167,97, calvert street, ewlyamartut farm, ,8083641
,,,,,,,,,,,,,,
   usa, f,29,19870625, mr, rupert, sloan, sa, eudunda,6024,22, wilkins street, , 7 76033355,6344164
,,,,,,,,,,,,,,
   eng, f,23,19930503, , eleanor, hawk, wa, dawesville,2028,21, onkaparinga crescent, , 08 06402871,7842586
,,,,,,,,,,,,,,
   tur, ,34,19821206, ms, liam, korkmaz, vic, strathmerton,6101,28, beltana road, colooli village, 618 79897848,5170058
,,,,,,,,,,,,,,
   ger, f,27,19891227, dr, rupert, dernesch, qld, barratta,2650,12, cuthbert circuit, rosetta village, 613 90513239,4991190
,,,,,,,,,,,,,,
   cze, ,26,19900302, , reganne, stepko, , karratha,6020,159, deloraine street, st johnof god hospital, 02 07341990,6568276
,,,,,,,,,,,,,,
   chi, ,9,20070227, , luke, cheong, vic, thornlands,5211,566, mcinnes street, kiloran, 618 65806146,9280635
,,,,,,,,,,,,,,
   eng, f,26,19900122, , alisa, tracey, nsw, palmvale,2130,111, ferguson circuit, , 2 39079551,6777464
,,,,,,,,,,,,,,
   ger, m, ,19250623, ms, keely, scheideler, vic, highton,3818,78, adinda street, , 08 91444781,2446947
,,,,,,,,,,,,,,
   ind, f,25,19910613, , mia, tharani, nsw, macquarie university,7250,6, , , 612 47218887,6745167
,,,,,,,,,,,,,,
   ind, ,29, , ms, matthew, kooner, vic, trafalgar,3182,19, blackbutt street, , 8 53074489,5055636
,,,,,,,,,,,,,,
   eng, ,30,19861124, , jaden, speight, , tarragindi, ,8, wells garden, , 07 12906779,3433181
,,,,,,,,,,,,,,
   unk, f, , , , harriet, strehovski, qld, brassall,2546,12, kambalda crescent, , 08 45032893,7503269
,,,,,,,,,,,,,,
   chi, f,28,19880131, mr, tara, geng, vic, strathfieldsaye,3083,13, paul coe crescent, brookvale, 8 82301312,1458464
,,,,,,,,,,,,,,
   gre, f,33,19831104, , montana, michaelis, qld, northmead,3171,16, rylah crescent, the homestead, 3 09565813,1968627
,,,,,,,,,,,,,,
   jap, f,23,19930726, ms, leon, mizumaki, vic, dunkeld,6066,67, tungun street, wytaliba, 8 57999967,3932521
,,,,,,,,,,,,,,
   ser, f, ,19731202, , lachlan, topol, tas, lanena,2228,5, , sec 161, 7 60942149,1553390
,,,,,,,,,,,,,,
   chi, f, , , , joel, lei, qld, mooloo,3054,5, ebden street, , 613 01717452,1827335
,,,,,,,,,,,,,,
   eng, , ,19061129, , naomi, winfield, nsw, corbie hill,3038,44, benny place, highvale village, 2 82786439,8785562
,,,,,,,,,,,,,,
   usa, f,32,19840119, , tara, dunlap, , leichhardt,3429,1820, haines street, , 07 99642525,9625072
,,,,,,,,,,,,,,
   dut, f, ,19740605, , matthew, cuyper, qld, kunioon,3129,15, temperley street, , 07 30504055,4893086
,,,,,,,,,,,,,,
   eng, m,34,19821214, mr, chelsea, bloxham, nsw, east corrimal,3165,51, bunton place, , 07 27558664,3229877
,,,,,,,,,,,,,,
   dut, ,9,20070529, , sara, dewilde, nsw, south granville,4505,2, o'conner circuit, , 2 52147268,4956165
,,,,,,,,,,,,,,
   usa, f, ,19450622, , abii, cantu, vic, dooen,6026,1, dods place, , 8 66597258,6271758
,,,,,,,,,,,,,,
   chi, f,35,19810129, , , woo, vic, maryknoll,4012,68, mckeahnie street, , 07 42102250,8669120
